Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Underhood_Id,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway
AUDI A4 Avant,2.0,4,SemiAuto-8,4,Gasoline,CA,BADXJ02.03UB,station wagon,6.0,21,29.0,24,5,No
AUDI A4 Avant,2.0,4,SemiAuto-8,4,Gasoline,FA,BADXJ02.03UB,station wagon,5.0,21,29.0,24,5,No
AUDI A5,2.0,4,SemiAuto-8,4,Gasoline,CA,BADXJ02.03UB,small car,6.0,21,29.0,24,5,No
AUDI A5,2.0,4,Man-6,4,Gasoline,CA,BADXJ02.03UB,small car,6.0,21,31.0,25,6,Yes
AUDI A5,2.0,4,SemiAuto-8,4,Gasoline,FA,BADXJ02.03UB,small car,5.0,21,29.0,24,5,No
AUDI A5,2.0,4,Man-6,4,Gasoline,FA,BADXJ02.03UB,small car,5.0,21,31.0,25,6,No
AUDI A5 Cabriolet,2.0,4,SemiAuto-8,4,Gasoline,CA,BADXJ02.03UB,small car,6.0,21,29.0,24,5,No
AUDI A5 Cabriolet,2.0,4,CVT,2,Gasoline,CA,BADXJ02.03UB,small car,6.0,22,30.0,25,6,Yes
AUDI A5 Cabriolet,2.0,4,SemiAuto-8,4,Gasoline,FA,BADXJ02.03UB,small car,5.0,21,29.0,24,5,No
AUDI A5 Cabriolet,2.0,4,CVT,2,Gasoline,FA,BADXJ02.03UB,small car,5.0,22,30.0,25,6,No
AUDI A6,3.0,6,SemiAuto-6,4,Gasoline,CA,BADXV03.03UF,midsize car,6.0,18,26.0,21,4,No
AUDI A6,3.2,6,CVT,2,Gasoline,CA,BADXJ03.23UC,midsize car,6.0,21,30.0,24,5,No
AUDI A6,3.0,6,SemiAuto-6,4,Gasoline,FA,BADXV03.03UF,midsize car,5.0,18,26.0,21,4,No
AUDI A6,3.2,6,CVT,2,Gasoline,FA,BADXJ03.23UC,midsize car,5.0,21,30.0,24,5,No
AUDI A6,4.2,8,SemiAuto-6,4,Gasoline,FA,BADXV04.2365,midsize car,5.0,16,24.0,19,3,No
AUDI A6,4.2,8,SemiAuto-6,4,Gasoline,CA,BADXV04.2365,midsize car,5.0,16,24.0,19,3,No
AUDI A6 Avant,3.0,6,SemiAuto-6,4,Gasoline,CA,BADXV03.03UF,station wagon,6.0,18,26.0,21,4,No
AUDI A6 Avant,3.0,6,SemiAuto-6,4,Gasoline,FA,BADXV03.03UF,station wagon,5.0,18,26.0,21,4,No
AUDI A8,4.2,8,SemiAuto-8,4,Gasoline,CA,BADXV04.23UH,midsize car,6.0,17,27.0,21,4,No
AUDI A8,4.2,8,SemiAuto-8,4,Gasoline,FA,BADXV04.23UH,midsize car,5.0,17,27.0,21,4,No
AUDI A8 L,4.2,8,SemiAuto-8,4,Gasoline,CA,BADXV04.23UH,large car,6.0,17,27.0,21,4,No
AUDI A8 L,4.2,8,SemiAuto-8,4,Gasoline,FA,BADXV04.23UH,large car,5.0,17,27.0,21,4,No
AUDI Q5,2.0,4,SemiAuto-8,4,Gasoline,CA,BADXJ02.03UB,SUV,6.0,20,27.0,22,5,No
AUDI Q5,3.2,6,SemiAuto-6,4,Gasoline,CA,BADXJ03.23UC,SUV,6.0,18,23.0,20,4,No
AUDI Q5,2.0,4,SemiAuto-8,4,Gasoline,FA,BADXJ02.03UB,SUV,5.0,20,27.0,22,5,No
AUDI Q5,3.2,6,SemiAuto-6,4,Gasoline,FA,BADXJ03.23UC,SUV,5.0,18,23.0,20,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Diesel,CA,BADXT03.03UG,SUV,4.0,17,24.0,20,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,FA,BADXT03.0TLF,SUV,5.0,16,22.0,18,3,No
AUDI Q7,3.0,6,SemiAuto-8,4,Diesel,FA,BADXT03.03UG,SUV,4.0,17,24.0,20,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,CA,BADXT03.0TLF,SUV,5.0,16,22.0,18,3,No
AUDI R8,4.2,8,Man-6,4,Gasoline,FA,BADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8,4.2,8,AutoMan-6,4,Gasoline,FA,BADXV04.2375,small car,5.0,13,21.0,16,1,No
AUDI R8,4.2,8,Man-6,4,Gasoline,CA,BADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8,4.2,8,AutoMan-6,4,Gasoline,CA,BADXV04.2375,small car,5.0,13,21.0,16,1,No
AUDI R8,5.2,10,Man-6,4,Gasoline,FA,BADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8,5.2,10,AutoMan-6,4,Gasoline,FA,BADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8,5.2,10,Man-6,4,Gasoline,CA,BADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8,5.2,10,AutoMan-6,4,Gasoline,CA,BADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8 Spyder,4.2,8,Man-6,4,Gasoline,FA,BADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8 Spyder,4.2,8,AutoMan-6,4,Gasoline,FA,BADXV04.2375,small car,5.0,13,21.0,16,1,No
AUDI R8 Spyder,4.2,8,Man-6,4,Gasoline,CA,BADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8 Spyder,4.2,8,AutoMan-6,4,Gasoline,CA,BADXV04.2375,small car,5.0,13,21.0,16,1,No
AUDI R8 Spyder,5.2,10,Man-6,4,Gasoline,FA,BADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8 Spyder,5.2,10,AutoMan-6,4,Gasoline,FA,BADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8 Spyder,5.2,10,Man-6,4,Gasoline,CA,BADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8 Spyder,5.2,10,AutoMan-6,4,Gasoline,CA,BADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI S4,3.0,6,Man-6,4,Gasoline,CA,BADXV03.03UF,small car,6.0,18,27.0,21,4,No
AUDI S4,3.0,6,SemiAuto-7,4,Gasoline,CA,BADXV03.03UF,small car,6.0,18,28.0,21,4,No
AUDI S4,3.0,6,Man-6,4,Gasoline,FA,BADXV03.03UF,small car,5.0,18,27.0,21,4,No
AUDI S4,3.0,6,SemiAuto-7,4,Gasoline,FA,BADXV03.03UF,small car,5.0,18,28.0,21,4,No
AUDI S5,4.2,8,Man-6,4,Gasoline,FA,BADXV04.2365,small car,5.0,14,22.0,17,2,No
AUDI S5,4.2,8,SemiAuto-6,4,Gasoline,FA,BADXV04.2365,small car,5.0,16,24.0,19,3,No
AUDI S5,4.2,8,Man-6,4,Gasoline,CA,BADXV04.2365,small car,5.0,14,22.0,17,2,No
AUDI S5,4.2,8,SemiAuto-6,4,Gasoline,CA,BADXV04.2365,small car,5.0,16,24.0,19,3,No
AUDI S5 Cabriolet,3.0,6,SemiAuto-7,4,Gasoline,CA,BADXV03.03UF,small car,6.0,17,26.0,20,4,No
AUDI S5 Cabriolet,3.0,6,SemiAuto-7,4,Gasoline,FA,BADXV03.03UF,small car,5.0,17,26.0,20,4,No
AUDI S6,5.2,10,SemiAuto-6,4,Gasoline,FA,BADXV05.2385,midsize car,5.0,14,21.0,16,1,No
AUDI S6,5.2,10,SemiAuto-6,4,Gasoline,CA,BADXV05.2385,midsize car,5.0,14,21.0,16,1,No
AUDI TT Coupe,2.0,4,SemiAuto-6,4,Gasoline,CA,BADXV02.03UA,small car,6.0,22,31.0,26,6,Yes
AUDI TT Coupe,2.0,4,SemiAuto-6,4,Gasoline,FA,BADXV02.03UA,small car,5.0,22,31.0,26,6,No
AUDI TT Roadster,2.0,4,SemiAuto-6,4,Gasoline,CA,BADXV02.03UA,small car,6.0,22,31.0,26,6,Yes
AUDI TT Roadster,2.0,4,SemiAuto-6,4,Gasoline,FA,BADXV02.03UA,small car,5.0,22,31.0,26,6,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,FA,BBEXV06.84LA,midsize car,5.0,11,18.0,13,1,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,CA,BBEXV06.84LA,midsize car,5.0,11,18.0,13,1,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 135i,3.0,6,SemiAuto-7,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,18,25.0,21,4,No
BMW 135i,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,20,28.0,23,5,No
BMW 135i,3.0,6,SemiAuto-7,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,18,25.0,21,4,No
BMW 135i,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,20,28.0,23,5,No
BMW 135i Convertible,3.0,6,SemiAuto-7,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,18,25.0,20,4,No
BMW 135i Convertible,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 135i Convertible,3.0,6,SemiAuto-7,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,18,25.0,20,4,No
BMW 135i Convertible,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 328Ci,3.0,6,Man-6,4,Gasoline,CA,BBMXV03.051R,small car,8.0,17,25.0,20,4,No
BMW 328Ci,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXV03.051R,small car,8.0,17,26.0,20,4,No
BMW 328Ci,3.0,6,Man-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,Man-6,4,Gasoline,CA,BBMXJ03.0E89,small car,6.0,17,25.0,20,4,No
BMW 328Ci,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXJ03.0E89,small car,6.0,17,26.0,20,4,No
BMW 328Ci,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,Man-6,4,Gasoline,FA,BBMXJ03.0E89,small car,5.0,17,25.0,20,4,No
BMW 328Ci,3.0,6,Man-6,4,Gasoline,FA,BBMXV03.051R,small car,5.0,17,25.0,20,4,No
BMW 328Ci,3.0,6,SemiAuto-6,4,Gasoline,FA,BBMXJ03.0E89,small car,5.0,17,26.0,20,4,No
BMW 328Ci,3.0,6,SemiAuto-6,4,Gasoline,FA,BBMXV03.051R,small car,5.0,17,26.0,20,4,No
BMW 328Ci,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,Man-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 328Ci,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,27.0,21,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,27.0,21,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,27.0,21,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,27.0,21,4,No
BMW 328i,3.0,6,Man-6,4,Gasoline,CA,BBMXV03.051R,small car,8.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXV03.051R,small car,8.0,17,26.0,20,4,No
BMW 328i,3.0,6,Man-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 328i,3.0,6,Man-6,4,Gasoline,CA,BBMXJ03.0E89,small car,6.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXJ03.0E89,small car,6.0,17,26.0,20,4,No
BMW 328i,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 328i,3.0,6,Man-6,4,Gasoline,FA,BBMXJ03.0E89,small car,5.0,17,25.0,20,4,No
BMW 328i,3.0,6,Man-6,4,Gasoline,FA,BBMXV03.051R,small car,5.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,FA,BBMXJ03.0E89,small car,5.0,17,26.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,FA,BBMXV03.051R,small car,5.0,17,26.0,20,4,No
BMW 328i,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 328i Sports Wagon,3.0,6,Man-6,4,Gasoline,CA,BBMXJ03.0E89,station wagon,6.0,17,25.0,20,4,No
BMW 328i Sports Wagon,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0E89,station wagon,6.0,17,26.0,20,4,No
BMW 328i Sports Wagon,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXJ03.0E89,station wagon,6.0,17,26.0,20,4,No
BMW 328i Sports Wagon,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0E89,station wagon,6.0,18,27.0,21,4,No
BMW 328i Sports Wagon,3.0,6,Man-6,4,Gasoline,FA,BBMXJ03.0E89,station wagon,5.0,17,25.0,20,4,No
BMW 328i Sports Wagon,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0E89,station wagon,5.0,17,26.0,20,4,No
BMW 328i Sports Wagon,3.0,6,SemiAuto-6,4,Gasoline,FA,BBMXJ03.0E89,station wagon,5.0,17,26.0,20,4,No
BMW 328i Sports Wagon,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0E89,station wagon,5.0,18,27.0,21,4,No
BMW 335Ci,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXJ03.0N55,small car,6.0,18,27.0,21,4,No
BMW 335Ci,3.0,6,Man-6,4,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,26.0,22,5,No
BMW 335Ci,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 335Ci,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 335Ci,3.0,6,SemiAuto-6,4,Gasoline,FA,BBMXJ03.0N55,small car,5.0,18,27.0,21,4,No
BMW 335Ci,3.0,6,Man-6,4,Gasoline,FA,BBMXJ03.0N55,small car,5.0,19,26.0,22,5,No
BMW 335Ci,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 335Ci,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,BBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 335d,3.0,6,SemiAuto-6,2,Diesel,FA,BBMXV03.0M57,small car,5.0,23,36.0,27,5,No
BMW 335d,3.0,6,SemiAuto-6,2,Diesel,CA,BBMXV03.0M57,small car,5.0,23,36.0,27,5,No
BMW 335i,3.0,6,SemiAuto-6,4,Gasoline,CA,BBMXJ03.0N55,small car,6.0,18,27.0,21,4,No
BMW 335i,3.0,6,Man-6,4,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,26.0,22,5,No
BMW 335i,3.0,6,SemiAuto-6,2,Gasoline,CA,BBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
