Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Underhood_Id,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway
AUDI A3,2.0,4,Man-6,2,Gasoline,FA,9ADXV02.03UA,station wagon,6.0,21,30.0,24,7,Yes
AUDI A3,2.0,4,Auto-S6,2,Gasoline,FA,9ADXV02.03UA,station wagon,6.0,22,28.0,24,7,Yes
AUDI A3,3.2,6,Auto-S6,4,Gasoline,FA,9VWXV03.2535,station wagon,6.0,18,25.0,21,5,No
AUDI A3,3.2,6,Auto-S6,4,Gasoline,CA,9VWXV03.2535,station wagon,6.0,18,25.0,21,5,No
AUDI A4,2.0,4,Auto-S6,4,Gasoline,CA,9ADXV02.03UB,small car,7.0,21,27.0,23,6,Yes
AUDI A4,2.0,4,Man-6,4,Gasoline,CA,9ADXV02.03UB,small car,7.0,22,30.0,25,7,Yes
AUDI A4,2.0,4,Auto-AV,2,Gasoline,CA,9ADXV02.03UB,small car,7.0,23,30.0,25,7,Yes
AUDI A4,2.0,4,Auto-S6,4,Gasoline,FA,9ADXV02.03UB,small car,6.0,21,27.0,23,6,No
AUDI A4,2.0,4,Man-6,4,Gasoline,FA,9ADXV02.03UB,small car,6.0,22,30.0,25,7,Yes
AUDI A4,2.0,4,Auto-AV,2,Gasoline,FA,9ADXV02.03UB,small car,6.0,23,30.0,25,7,Yes
AUDI A4,3.2,6,Auto-S6,4,Gasoline,FA,9ADXV03.23LC,small car,6.0,17,26.0,20,5,No
AUDI A4,3.2,6,Auto-S6,4,Gasoline,CA,9ADXV03.23LC,small car,6.0,17,26.0,20,5,No
AUDI A4 Avant,2.0,4,Auto-S6,4,Gasoline,CA,9ADXV02.03UB,station wagon,7.0,21,27.0,23,6,Yes
AUDI A4 Avant,2.0,4,Auto-S6,4,Gasoline,FA,9ADXV02.03UB,station wagon,6.0,21,27.0,23,6,No
AUDI A4 Cabriolet,2.0,4,Auto-S6,4,Gasoline,CA,9ADXV02.0352,small car,7.0,21,27.0,23,6,Yes
AUDI A4 Cabriolet,2.0,4,Auto-AV,2,Gasoline,CA,9ADXV02.0352,small car,7.0,23,30.0,25,7,Yes
AUDI A4 Cabriolet,2.0,4,Auto-S6,4,Gasoline,FA,9ADXV02.0352,small car,6.0,21,27.0,23,6,No
AUDI A4 Cabriolet,2.0,4,Auto-AV,2,Gasoline,FA,9ADXV02.0352,small car,6.0,23,30.0,25,7,Yes
AUDI A4 Cabriolet,3.1,6,Auto-S6,4,Gasoline,FA,9ADXV03.1374,small car,6.0,17,25.0,20,5,No
AUDI A4 Cabriolet,3.1,6,Auto-S6,4,Gasoline,CA,9ADXV03.1374,small car,6.0,17,25.0,20,5,No
AUDI A5,3.2,6,Man-6,4,Gasoline,FA,9ADXV03.23LC,small car,6.0,16,27.0,20,5,No
AUDI A5,3.2,6,Auto-S6,4,Gasoline,FA,9ADXV03.23LC,small car,6.0,17,26.0,20,5,No
AUDI A5,3.2,6,Man-6,4,Gasoline,CA,9ADXV03.23LC,small car,6.0,16,27.0,20,5,No
AUDI A5,3.2,6,Auto-S6,4,Gasoline,CA,9ADXV03.23LC,small car,6.0,17,26.0,20,5,No
AUDI A6,4.2,8,Auto-S6,4,Gasoline,FA,9ADXV04.2365,midsize car,6.0,16,23.0,18,4,No
AUDI A6,4.2,8,Auto-S6,4,Gasoline,CA,9ADXV04.2365,midsize car,6.0,16,23.0,18,4,No
AUDI A8,4.2,8,Auto-S6,4,Gasoline,FA,9ADXV04.2365,midsize car,6.0,16,23.0,18,4,No
AUDI A8,4.2,8,Auto-S6,4,Gasoline,CA,9ADXV04.2365,midsize car,6.0,16,23.0,18,4,No
AUDI A8 L,4.2,8,Auto-S6,4,Gasoline,FA,9ADXV04.2365,large car,6.0,16,23.0,18,4,No
AUDI A8 L,4.2,8,Auto-S6,4,Gasoline,CA,9ADXV04.2365,large car,6.0,16,23.0,18,4,No
AUDI A8 L,6.0,12,Auto-S6,4,Gasoline,FA,9ADXV06.0359,large car,6.0,13,19.0,15,2,No
AUDI A8 L,6.0,12,Auto-S6,4,Gasoline,CA,9ADXV06.0359,large car,6.0,13,19.0,15,2,No
AUDI Q7,3.0,6,Auto-S6,4,Diesel,FA,9ADXT03.03LD,SUV,4.0,17,24.0,20,4,No
AUDI Q7,3.0,6,Auto-S6,4,Diesel,CA,9ADXT03.03LD,SUV,4.0,17,24.0,20,4,No
AUDI Q7,4.2,8,Auto-S6,4,Gasoline,CA,9ADXT04.23UD,SUV,7.0,13,18.0,15,2,No
AUDI Q7,3.6,6,Auto-S6,4,Gasoline,FA,9VWXT03.6276,SUV,6.0,14,20.0,16,3,No
AUDI Q7,3.6,6,Auto-S6,4,Gasoline,CA,9VWXT03.6276,SUV,6.0,14,20.0,16,3,No
AUDI Q7,4.2,8,Auto-S6,4,Gasoline,FA,9ADXT04.23UD,SUV,6.0,13,18.0,15,2,No
AUDI R8,4.2,8,Man-6,4,Gasoline,FA,9ADXV04.2375,small car,6.0,12,19.0,15,2,No
AUDI R8,4.2,8,Auto-S6,4,Gasoline,FA,9ADXV04.2375,small car,6.0,13,18.0,15,2,No
AUDI R8,4.2,8,Man-6,4,Gasoline,CA,9ADXV04.2375,small car,6.0,12,19.0,15,2,No
AUDI R8,4.2,8,Auto-S6,4,Gasoline,CA,9ADXV04.2375,small car,6.0,13,18.0,15,2,No
AUDI S4 Cabriolet,4.2,8,Man-6,4,Gasoline,FA,9ADXV04.2355,small car,6.0,13,19.0,15,2,No
AUDI S4 Cabriolet,4.2,8,Auto-S6,4,Gasoline,FA,9ADXV04.2355,small car,6.0,14,21.0,16,3,No
AUDI S4 Cabriolet,4.2,8,Man-6,4,Gasoline,CA,9ADXV04.2355,small car,6.0,13,19.0,15,2,No
AUDI S4 Cabriolet,4.2,8,Auto-S6,4,Gasoline,CA,9ADXV04.2355,small car,6.0,14,21.0,16,3,No
AUDI S5,4.2,8,Man-6,4,Gasoline,FA,9ADXV04.2365,small car,6.0,14,22.0,17,3,No
AUDI S5,4.2,8,Auto-S6,4,Gasoline,FA,9ADXV04.2365,small car,6.0,16,24.0,19,4,No
AUDI S5,4.2,8,Man-6,4,Gasoline,CA,9ADXV04.2365,small car,6.0,14,22.0,17,3,No
AUDI S5,4.2,8,Auto-S6,4,Gasoline,CA,9ADXV04.2365,small car,6.0,16,24.0,19,4,No
AUDI S6,5.2,10,Auto-S6,4,Gasoline,FA,9ADXV05.2385,midsize car,6.0,14,19.0,16,3,No
AUDI S6,5.2,10,Auto-S6,4,Gasoline,CA,9ADXV05.2385,midsize car,6.0,14,19.0,16,3,No
AUDI S8,5.2,10,Auto-S6,4,Gasoline,FA,9ADXV05.2385,midsize car,6.0,13,19.0,15,2,No
AUDI S8,5.2,10,Auto-S6,4,Gasoline,CA,9ADXV05.2385,midsize car,6.0,13,19.0,15,2,No
AUDI TT Coupe,2.0,4,Auto-S6,4,Gasoline,CA,9ADXV02.03UA,small car,7.0,21,29.0,24,7,Yes
AUDI TT Coupe,2.0,4,Auto-S6,2,Gasoline,CA,9ADXV02.0366,small car,7.0,23,31.0,26,7,Yes
AUDI TT Coupe,2.0,4,Auto-S6,4,Gasoline,FA,9ADXV02.03UA,small car,6.0,21,29.0,24,7,Yes
AUDI TT Coupe,2.0,4,Auto-S6,2,Gasoline,FA,9ADXV02.0366,small car,6.0,23,31.0,26,7,Yes
AUDI TT Coupe,3.2,6,Man-6,4,Gasoline,FA,9VWXV03.2535,small car,6.0,17,25.0,20,5,No
AUDI TT Coupe,3.2,6,Auto-S6,4,Gasoline,FA,9VWXV03.2535,small car,6.0,18,24.0,20,5,No
AUDI TT Coupe,3.2,6,Man-6,4,Gasoline,CA,9VWXV03.2535,small car,6.0,17,25.0,20,5,No
AUDI TT Coupe,3.2,6,Auto-S6,4,Gasoline,CA,9VWXV03.2535,small car,6.0,18,24.0,20,5,No
AUDI TT Roadster,2.0,4,Auto-S6,4,Gasoline,CA,9ADXV02.03UA,small car,7.0,21,29.0,24,7,Yes
AUDI TT Roadster,2.0,4,Auto-S6,2,Gasoline,CA,9ADXV02.0366,small car,7.0,22,30.0,25,7,Yes
AUDI TT Roadster,2.0,4,Auto-S6,4,Gasoline,FA,9ADXV02.03UA,small car,6.0,21,29.0,24,7,Yes
AUDI TT Roadster,2.0,4,Auto-S6,2,Gasoline,FA,9ADXV02.0366,small car,6.0,22,30.0,25,7,Yes
AUDI TT Roadster,3.2,6,Man-6,4,Gasoline,FA,9VWXV03.2535,small car,6.0,17,25.0,20,5,No
AUDI TT Roadster,3.2,6,Auto-S6,4,Gasoline,FA,9VWXV03.2535,small car,6.0,18,24.0,20,5,No
AUDI TT Roadster,3.2,6,Man-6,4,Gasoline,CA,9VWXV03.2535,small car,6.0,17,25.0,20,5,No
AUDI TT Roadster,3.2,6,Auto-S6,4,Gasoline,CA,9VWXV03.2535,small car,6.0,18,24.0,20,5,No
BENTLEY Arnage,6.7,8,Auto-S6,2,Gasoline,FA,9BEXV06.7TTC,large car,6.0,9,15.0,11,0,No
BENTLEY Arnage,6.7,8,Auto-S6,2,Gasoline,FA,9BEXV06.7TTC,midsize car,6.0,10,14.0,11,0,No
BENTLEY Arnage,6.7,8,Auto-S6,2,Gasoline,CA,9BEXV06.7TTC,large car,6.0,9,15.0,11,0,No
BENTLEY Arnage,6.7,8,Auto-S6,2,Gasoline,CA,9BEXV06.7TTC,midsize car,6.0,10,14.0,11,0,No
BENTLEY Azure,6.7,8,Auto-S6,2,Gasoline,FA,9BEXV06.7TTC,small car,6.0,9,15.0,11,0,No
BENTLEY Azure,6.7,8,Auto-S6,2,Gasoline,CA,9BEXV06.7TTC,small car,6.0,9,15.0,11,0,No
BENTLEY Brooklands,6.7,8,Auto-S6,2,Gasoline,FA,9BEXV06.7TTC,small car,6.0,10,14.0,11,0,No
BENTLEY Brooklands,6.7,8,Auto-S6,2,Gasoline,CA,9BEXV06.7TTC,small car,6.0,10,14.0,11,0,No
BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4,Gasoline,FA,9BEXV06.0501,midsize car,6.0,10,17.0,12,0,No
BENTLEY Continental Flying Spur,6.0,12,Auto-S6,4,Gasoline,CA,9BEXV06.0501,midsize car,6.0,10,17.0,12,0,No
BENTLEY Continental GT,6.0,12,Auto-S6,4,Gasoline,FA,9BEXV06.0501,small car,6.0,10,17.0,13,0,No
BENTLEY Continental GT,6.0,12,Auto-S6,4,Gasoline,CA,9BEXV06.0501,small car,6.0,10,17.0,13,0,No
BENTLEY Continental GTC,6.0,12,Auto-S6,4,Gasoline,FA,9BEXV06.0501,small car,6.0,10,17.0,12,0,No
BENTLEY Continental GTC,6.0,12,Auto-S6,4,Gasoline,CA,9BEXV06.0501,small car,6.0,10,17.0,12,0,No
BMW 128i,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,21,5,No
BMW 128i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,22,6,Yes
BMW 128i,3.0,6,Man-6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,21,5,No
BMW 128i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,22,6,Yes
BMW 128i,3.0,6,Man-6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,21,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,21,5,No
BMW 128i,3.0,6,Auto-S6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,22,6,No
BMW 128i,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,22,6,No
BMW 128i Convertible,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,27.0,21,5,No
BMW 128i Convertible,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,21,5,No
BMW 128i Convertible,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,27.0,21,5,No
BMW 128i Convertible,3.0,6,Man-6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,21,5,No
BMW 128i Convertible,3.0,6,Auto-S6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,27.0,21,5,No
BMW 128i Convertible,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,27.0,21,5,No
BMW 128i Convertible,3.0,6,Man-6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,21,5,No
BMW 128i Convertible,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,21,5,No
BMW 135i,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.054R,small car,6.0,17,25.0,20,5,No
BMW 135i,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.054R,small car,6.0,18,25.0,20,5,No
BMW 135i,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.054R,small car,6.0,17,25.0,20,5,No
BMW 135i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.054R,small car,6.0,18,25.0,20,5,No
BMW 135i Convertible,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.054R,small car,6.0,17,26.0,20,5,No
BMW 135i Convertible,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.054R,small car,6.0,17,26.0,20,5,No
BMW 135i Convertible,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.054R,small car,6.0,17,26.0,20,5,No
BMW 135i Convertible,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.054R,small car,6.0,17,26.0,20,5,No
BMW 328ci,3.0,6,Man-6,4,Gasoline,CA,9BMXV03.0N51,small car,9.5,17,25.0,20,5,No
BMW 328ci,3.0,6,Auto-S6,4,Gasoline,CA,9BMXV03.0N51,small car,9.5,17,25.0,20,5,No
BMW 328ci,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,21,5,No
BMW 328ci,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,22,6,Yes
BMW 328ci,3.0,6,Man-6,4,Gasoline,CA,9BMXB03.0N5R,small car,7.0,17,25.0,20,5,No
BMW 328ci,3.0,6,Auto-S6,4,Gasoline,CA,9BMXB03.0N5R,small car,7.0,17,25.0,20,5,No
BMW 328ci,3.0,6,Man-6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,21,5,No
BMW 328ci,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,22,6,Yes
BMW 328ci,3.0,6,Man-6,4,Gasoline,FA,9BMXB03.0N5R,small car,6.0,17,25.0,20,5,No
BMW 328ci,3.0,6,Man-6,4,Gasoline,FA,9BMXV03.0N51,small car,6.0,17,25.0,20,5,No
BMW 328ci,3.0,6,Auto-S6,4,Gasoline,FA,9BMXB03.0N5R,small car,6.0,17,25.0,20,5,No
BMW 328ci,3.0,6,Auto-S6,4,Gasoline,FA,9BMXV03.0N51,small car,6.0,17,25.0,20,5,No
BMW 328ci,3.0,6,Man-6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,21,5,No
BMW 328ci,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,21,5,No
BMW 328ci,3.0,6,Auto-S6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,22,6,No
BMW 328ci,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,22,6,No
BMW 328ci Convertible,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,17,27.0,20,5,No
BMW 328ci Convertible,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,27.0,21,5,No
BMW 328ci Convertible,3.0,6,Man-6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,17,27.0,20,5,No
BMW 328ci Convertible,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,27.0,21,5,No
BMW 328ci Convertible,3.0,6,Man-6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,17,27.0,20,5,No
BMW 328ci Convertible,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,17,27.0,20,5,No
BMW 328ci Convertible,3.0,6,Auto-S6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,27.0,21,5,No
BMW 328ci Convertible,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,27.0,21,5,No
BMW 328i,3.0,6,Man-6,4,Gasoline,CA,9BMXV03.0N51,small car,9.5,17,25.0,20,5,No
BMW 328i,3.0,6,Auto-S6,4,Gasoline,CA,9BMXV03.0N51,small car,9.5,17,25.0,20,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,21,5,No
BMW 328i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0N51,small car,9.5,18,28.0,22,6,Yes
BMW 328i,3.0,6,Man-6,4,Gasoline,CA,9BMXB03.0N5R,small car,7.0,17,25.0,20,5,No
BMW 328i,3.0,6,Auto-S6,4,Gasoline,CA,9BMXB03.0N5R,small car,7.0,17,25.0,20,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,21,5,No
BMW 328i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,small car,7.0,18,28.0,22,6,Yes
BMW 328i,3.0,6,Man-6,4,Gasoline,FA,9BMXB03.0N5R,small car,6.0,17,25.0,20,5,No
BMW 328i,3.0,6,Man-6,4,Gasoline,FA,9BMXV03.0N51,small car,6.0,17,25.0,20,5,No
BMW 328i,3.0,6,Auto-S6,4,Gasoline,FA,9BMXB03.0N5R,small car,6.0,17,25.0,20,5,No
BMW 328i,3.0,6,Auto-S6,4,Gasoline,FA,9BMXV03.0N51,small car,6.0,17,25.0,20,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,21,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,21,5,No
BMW 328i,3.0,6,Auto-S6,2,Gasoline,FA,9BMXB03.0N5R,small car,6.0,18,28.0,22,6,No
BMW 328i,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0N51,small car,6.0,18,28.0,22,6,No
BMW 328i Sport Wagon,3.0,6,Man-6,4,Gasoline,CA,9BMXB03.0N5R,station wagon,7.0,17,25.0,20,5,No
BMW 328i Sport Wagon,3.0,6,Auto-S6,4,Gasoline,CA,9BMXB03.0N5R,station wagon,7.0,17,25.0,20,5,No
BMW 328i Sport Wagon,3.0,6,Man-6,2,Gasoline,CA,9BMXB03.0N5R,station wagon,7.0,17,27.0,20,5,No
BMW 328i Sport Wagon,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,station wagon,7.0,18,27.0,21,5,No
BMW 328i Sport Wagon,3.0,6,Man-6,4,Gasoline,FA,9BMXB03.0N5R,station wagon,6.0,17,25.0,20,5,No
BMW 328i Sport Wagon,3.0,6,Auto-S6,4,Gasoline,FA,9BMXB03.0N5R,station wagon,6.0,17,25.0,20,5,No
BMW 328i Sport Wagon,3.0,6,Man-6,2,Gasoline,FA,9BMXB03.0N5R,station wagon,6.0,17,27.0,20,5,No
BMW 328i Sport Wagon,3.0,6,Auto-S6,2,Gasoline,FA,9BMXB03.0N5R,station wagon,6.0,18,27.0,21,5,No
BMW 335c,3.0,6,Man-6,4,Gasoline,CA,9BMXV03.0ULR,small car,7.0,16,25.0,19,4,No
BMW 335c,3.0,6,Auto-S6,4,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,25.0,20,5,No
BMW 335c,3.0,6,Man-6,4,Gasoline,FA,9BMXV03.0ULR,small car,6.0,16,25.0,19,4,No
BMW 335c,3.0,6,Auto-S6,4,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,25.0,20,5,No
BMW 335ci,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,26.0,20,5,No
BMW 335ci,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,26.0,20,5,No
BMW 335ci,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,26.0,20,5,No
BMW 335ci,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,26.0,20,5,No
BMW 335ci Convertible,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,26.0,20,5,No
BMW 335ci Convertible,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,26.0,20,5,No
BMW 335ci Convertible,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,26.0,20,5,No
BMW 335ci Convertible,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,26.0,20,5,No
BMW 335i,3.0,6,Man-6,4,Gasoline,CA,9BMXV03.0ULR,small car,7.0,16,25.0,19,4,No
BMW 335i,3.0,6,Auto-S6,4,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,25.0,20,5,No
BMW 335i,3.0,6,Man-6,2,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,26.0,20,5,No
BMW 335i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXV03.0ULR,small car,7.0,17,26.0,20,5,No
BMW 335i,3.0,6,Man-6,4,Gasoline,FA,9BMXV03.0ULR,small car,6.0,16,25.0,19,4,No
BMW 335i,3.0,6,Auto-S6,4,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,25.0,20,5,No
BMW 335i,3.0,6,Man-6,2,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,26.0,20,5,No
BMW 335i,3.0,6,Auto-S6,2,Gasoline,FA,9BMXV03.0ULR,small car,6.0,17,26.0,20,5,No
BMW 528i,3.0,6,Man-6,4,Gasoline,CA,9BMXB03.0N5R,midsize car,7.0,17,25.0,20,5,No
BMW 528i,3.0,6,Auto-S6,4,Gasoline,CA,9BMXB03.0N5R,midsize car,7.0,17,25.0,20,5,No
BMW 528i,3.0,6,Auto-S6,2,Gasoline,CA,9BMXB03.0N5R,midsize car,7.0,18,27.0,21,5,No
