Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Underhood_Id,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway
AUDI A4,2.0,4,AMS-7,2,Gasoline,CA,HVGAJ02.0AAC,small car,6.0,25,33.0,28,6,No
AUDI A4,2.0,4,AMS-7,2,Gasoline,FA,HVGAJ02.0AAC,small car,6.0,25,33.0,28,6,No
AUDI A4,2.0,4,AMS-7,4,Gasoline,CA,HVGAJ02.0AAC,small car,6.0,24,31.0,27,6,No
AUDI A4,2.0,4,AMS-7,4,Gasoline,FA,HVGAJ02.0AAC,small car,6.0,24,31.0,27,6,No
AUDI A4,2.0,4,Man-6,4,Gasoline,CA,HVGAJ02.0AAC,small car,6.0,24,33.0,27,6,No
AUDI A4,2.0,4,Man-6,4,Gasoline,FA,HVGAJ02.0AAC,small car,6.0,24,33.0,27,6,No
AUDI A4 Ultra,2.0,4,AMS-7,2,Gasoline,CA,HVGAJ02.0AAC,small car,6.0,27,37.0,31,7,Yes
AUDI A4 Ultra,2.0,4,AMS-7,2,Gasoline,FA,HVGAJ02.0AAC,small car,6.0,27,37.0,31,7,Yes
AUDI A4 allroad quattro,2.0,4,AMS-7,4,Gasoline,CA,HVGAJ02.0AAC,station wagon,6.0,23,28.0,25,5,No
AUDI A4 allroad quattro,2.0,4,AMS-7,4,Gasoline,FA,HVGAJ02.0AAC,station wagon,6.0,23,28.0,25,5,No
AUDI A5,2.0,4,Man-6,4,Gasoline,FA,HVGAV02.0AUB,small car,6.0,23,32.0,26,6,No
AUDI A5,2.0,4,Man-6,4,Gasoline,CA,HVGAV02.0AUB,small car,6.0,23,32.0,26,6,No
AUDI A6,2.0,4,AMS-7,2,Gasoline,CA,HVGAV02.0A7C,midsize car,7.0,24,34.0,28,6,No
AUDI A6,2.0,4,AMS-7,2,Gasoline,FA,HVGAV02.0A7C,midsize car,7.0,24,34.0,28,6,No
AUDI A6,2.0,4,SemiAuto-8,4,Gasoline,CA,HVGAV02.0A7C,midsize car,7.0,22,31.0,25,5,No
AUDI A6,2.0,4,SemiAuto-8,4,Gasoline,FA,HVGAV02.0A7C,midsize car,7.0,22,31.0,25,5,No
AUDI A6,3.0,6,SemiAuto-8,4,Gasoline,FA,HVGAV03.0AUE,midsize car,6.0,21,29.0,24,5,No
AUDI A6,3.0,6,SemiAuto-8,4,Gasoline,CA,HVGAV03.0AUE,midsize car,6.0,21,29.0,24,5,No
AUDI A7,3.0,6,SemiAuto-8,4,Gasoline,FA,HVGAV03.0AUE,midsize car,6.0,21,29.0,24,5,No
AUDI A7,3.0,6,SemiAuto-8,4,Gasoline,CA,HVGAV03.0AUE,midsize car,6.0,21,29.0,24,5,No
AUDI A8 L,3.0,6,SemiAuto-8,4,Gasoline,FA,HVGAV03.0AUE,large car,6.0,19,29.0,22,5,No
AUDI A8 L,3.0,6,SemiAuto-8,4,Gasoline,CA,HVGAV03.0AUE,large car,6.0,19,29.0,22,5,No
AUDI A8 L,4.0,8,SemiAuto-8,4,Gasoline,FA,HVGAV04.0NUA,large car,6.0,18,29.0,22,5,No
AUDI A8 L,4.0,8,SemiAuto-8,4,Gasoline,CA,HVGAV04.0NUA,large car,6.0,18,29.0,22,5,No
AUDI Q3,2.0,4,SemiAuto-6,2,Gasoline,FA,HVGAV02.0AUA,small car,6.0,20,28.0,23,5,No
AUDI Q3,2.0,4,SemiAuto-6,2,Gasoline,CA,HVGAV02.0AUA,small car,6.0,20,28.0,23,5,No
AUDI Q3,2.0,4,SemiAuto-6,4,Gasoline,FA,HVGAV02.0AUA,small car,6.0,20,28.0,23,5,No
AUDI Q3,2.0,4,SemiAuto-6,4,Gasoline,CA,HVGAV02.0AUA,small car,6.0,20,28.0,23,5,No
AUDI Q5,3.0,6,SemiAuto-8,4,Gasoline,FA,HVGAJ03.0AUD,small SUV,6.0,18,26.0,21,4,No
AUDI Q5,3.0,6,SemiAuto-8,4,Gasoline,CA,HVGAJ03.0AUD,small SUV,6.0,18,26.0,21,4,No
AUDI Q7,2.0,4,SemiAuto-8,4,Gasoline,CA,HVGAJ02.0AAC,standard SUV,6.0,20,25.0,22,5,No
AUDI Q7,2.0,4,SemiAuto-8,4,Gasoline,FA,HVGAJ02.0AAC,standard SUV,6.0,20,25.0,22,5,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,FA,HVGAT03.0AUT,standard SUV,5.0,19,25.0,21,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,CA,HVGAT03.0AUT,standard SUV,6.0,19,25.0,21,4,No
AUDI R8,5.2,10,AMS-7,4,Gasoline,CA,HVGAV05.2NLE,small car,5.0,14,22.0,17,3,No
AUDI R8,5.2,10,AMS-7,4,Gasoline,FA,HVGAV05.2NLE,small car,5.0,14,22.0,17,3,No
AUDI R8 Spyder,5.2,10,AMS-7,4,Gasoline,CA,HVGAV05.2NLE,small car,5.0,14,22.0,17,3,No
AUDI R8 Spyder,5.2,10,AMS-7,4,Gasoline,FA,HVGAV05.2NLE,small car,5.0,14,22.0,17,3,No
AUDI RS3,2.5,5,AMS-7,4,Gasoline,CA,HVGAV02.5NAG,small car,6.0,19,28.0,22,5,No
AUDI RS3,2.5,5,AMS-7,4,Gasoline,FA,HVGAV02.5NAG,small car,6.0,19,28.0,22,5,No
AUDI RS7,4.0,8,SemiAuto-8,4,Gasoline,FA,HVGAV04.0NUA,midsize car,6.0,15,25.0,18,3,No
AUDI RS7,4.0,8,SemiAuto-8,4,Gasoline,CA,HVGAV04.0NUA,midsize car,6.0,15,25.0,18,3,No
AUDI S3,2.0,4,AMS-6,4,Gasoline,FA,HVGAV02.0AUA,small car,6.0,21,28.0,24,5,No
AUDI S3,2.0,4,AMS-6,4,Gasoline,CA,HVGAV02.0AUA,small car,6.0,21,28.0,24,5,No
AUDI S5,3.0,6,AMS-7,4,Gasoline,FA,HVGAJ03.0AUD,small car,6.0,18,28.0,21,4,No
AUDI S5,3.0,6,AMS-7,4,Gasoline,CA,HVGAJ03.0AUD,small car,6.0,18,28.0,21,4,No
AUDI S5,3.0,6,Man-6,4,Gasoline,FA,HVGAJ03.0AUD,small car,6.0,17,26.0,20,4,No
AUDI S5,3.0,6,Man-6,4,Gasoline,CA,HVGAJ03.0AUD,small car,6.0,17,26.0,20,4,No
AUDI S5 Cabriolet,3.0,6,AMS-7,4,Gasoline,FA,HVGAJ03.0AUD,small car,6.0,18,26.0,21,4,No
AUDI S5 Cabriolet,3.0,6,AMS-7,4,Gasoline,CA,HVGAJ03.0AUD,small car,6.0,18,26.0,21,4,No
AUDI S6,4.0,8,AMS-7,4,Gasoline,FA,HVGAV04.0NUA,midsize car,6.0,18,27.0,21,4,No
AUDI S6,4.0,8,AMS-7,4,Gasoline,CA,HVGAV04.0NUA,midsize car,6.0,18,27.0,21,4,No
AUDI S7,4.0,8,AMS-7,4,Gasoline,FA,HVGAV04.0NUA,midsize car,6.0,17,27.0,21,4,No
AUDI S7,4.0,8,AMS-7,4,Gasoline,CA,HVGAV04.0NUA,midsize car,6.0,17,27.0,21,4,No
AUDI S8,4.0,8,SemiAuto-8,4,Gasoline,FA,HVGAV04.0NUA,midsize car,6.0,15,24.0,18,3,No
AUDI S8,4.0,8,SemiAuto-8,4,Gasoline,CA,HVGAV04.0NUA,midsize car,6.0,15,24.0,18,3,No
AUDI SQ5,3.0,6,SemiAuto-8,4,Gasoline,FA,HVGAJ03.0AUD,small SUV,6.0,17,24.0,19,4,No
AUDI SQ5,3.0,6,SemiAuto-8,4,Gasoline,CA,HVGAJ03.0AUD,small SUV,6.0,17,24.0,19,4,No
AUDI TT Coupe,2.0,4,AMS-6,4,Gasoline,CA,HVGAV02.0APA,small car,9.0,23,30.0,26,6,No
AUDI TT Coupe,2.0,4,AMS-6,4,Gasoline,FA,HVGAV02.0APA,small car,8.0,23,30.0,26,6,No
AUDI TT Roadster,2.0,4,AMS-6,4,Gasoline,CA,HVGAV02.0APA,small car,9.0,23,30.0,26,6,No
AUDI TT Roadster,2.0,4,AMS-6,4,Gasoline,FA,HVGAV02.0APA,small car,8.0,23,30.0,26,6,No
AUDI TTS Coupe,2.0,4,AMS-6,4,Gasoline,FA,HVGAV02.0AUA,small car,6.0,23,27.0,25,5,No
AUDI TTS Coupe,2.0,4,AMS-6,4,Gasoline,CA,HVGAV02.0AUA,small car,6.0,23,27.0,25,5,No
BENTLEY Bentayga,6.0,12,SemiAuto-8,4,Gasoline,CA,HVGAT06.0EAR,standard SUV,6.0,12,19.0,15,2,No
BENTLEY Bentayga,6.0,12,SemiAuto-8,4,Gasoline,FA,HVGAT06.0EAR,standard SUV,6.0,12,19.0,15,2,No
BENTLEY Continental GT,4.0,8,SemiAuto-8,4,Gasoline,FA,HVGAV04.0NUA,small car,6.0,15,25.0,18,3,No
BENTLEY Continental GT,4.0,8,SemiAuto-8,4,Gasoline,CA,HVGAV04.0NUA,small car,6.0,15,25.0,18,3,No
BENTLEY Continental GT,6.0,12,SemiAuto-8,4,Gasoline,CA,HVGAV06.0VLN,small car,5.0,12,21.0,15,2,No
BENTLEY Continental GT,6.0,12,SemiAuto-8,4,Gasoline,FA,HVGAV06.0VLN,small car,5.0,12,21.0,15,2,No
BENTLEY Continental GT Convertible,4.0,8,SemiAuto-8,4,Gasoline,FA,HVGAV04.0NUA,small car,6.0,13,23.0,16,2,No
BENTLEY Continental GT Convertible,4.0,8,SemiAuto-8,4,Gasoline,CA,HVGAV04.0NUA,small car,6.0,13,23.0,16,2,No
BENTLEY Continental GT Convertible,6.0,12,SemiAuto-8,4,Gasoline,CA,HVGAV06.0VLN,small car,5.0,12,20.0,15,2,No
BENTLEY Continental GT Convertible,6.0,12,SemiAuto-8,4,Gasoline,FA,HVGAV06.0VLN,small car,5.0,12,20.0,15,2,No
BENTLEY Continental Supersports,6.0,12,SemiAuto-8,4,Gasoline,CA,HVGAV06.0VLN,small car,5.0,11,20.0,14,1,No
BENTLEY Continental Supersports,6.0,12,SemiAuto-8,4,Gasoline,FA,HVGAV06.0VLN,small car,5.0,11,20.0,14,1,No
BENTLEY Continental Supersports Convt,6.0,12,SemiAuto-8,4,Gasoline,CA,HVGAV06.0VLN,small car,5.0,11,19.0,13,1,No
BENTLEY Continental Supersports Convt,6.0,12,SemiAuto-8,4,Gasoline,FA,HVGAV06.0VLN,small car,5.0,11,19.0,13,1,No
BENTLEY Flying Spur,4.0,8,SemiAuto-8,4,Gasoline,FA,HVGAV04.0NUA,midsize car,6.0,14,24.0,17,3,No
BENTLEY Flying Spur,4.0,8,SemiAuto-8,4,Gasoline,CA,HVGAV04.0NUA,midsize car,6.0,14,24.0,17,3,No
BENTLEY Flying Spur,6.0,12,SemiAuto-8,4,Gasoline,CA,HVGAV06.0VLN,midsize car,5.0,12,20.0,15,2,No
BENTLEY Flying Spur,6.0,12,SemiAuto-8,4,Gasoline,FA,HVGAV06.0VLN,midsize car,5.0,12,20.0,15,2,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,CA,HVGAV06.8ELP,midsize car,5.0,11,18.0,14,1,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,FA,HVGAV06.8ELP,midsize car,5.0,11,18.0,14,1,No
BENTLEY Mulsanne EWB,6.8,8,SemiAuto-8,2,Gasoline,CA,HVGAV06.8ELP,midsize car,5.0,11,17.0,13,1,No
BENTLEY Mulsanne EWB,6.8,8,SemiAuto-8,2,Gasoline,FA,HVGAV06.8ELP,midsize car,5.0,11,17.0,13,1,No
BMW 230i Convertible,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,34.0,27,6,No
BMW 230i Convertible,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,34.0,27,6,No
BMW 230i Coupe,2.0,4,Man-6,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,21,32.0,25,5,No
BMW 230i Coupe,2.0,4,Man-6,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,21,32.0,25,5,No
BMW 230i Coupe,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,24,35.0,28,6,No
BMW 230i Coupe,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,24,35.0,28,6,No
BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,33.0,26,6,No
BMW 230i xDrive Convertible,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,33.0,26,6,No
BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,small car,9.0,24,33.0,27,6,No
BMW 230i xDrive Coupe,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,small car,8.0,24,33.0,27,6,No
BMW 320i,2.0,4,Man-6,2,Gasoline,CA,HBMXJ02.0N20,small car,6.0,23,35.0,27,6,No
BMW 320i,2.0,4,Man-6,2,Gasoline,FA,HBMXJ02.0N20,small car,6.0,23,35.0,27,6,No
BMW 320i,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXJ02.0N20,small car,6.0,23,35.0,28,6,No
BMW 320i,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXJ02.0N20,small car,6.0,23,35.0,28,6,No
BMW 320i,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXJ02.0N20,small car,6.0,23,34.0,27,6,No
BMW 320i,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXJ02.0N20,small car,6.0,23,34.0,27,6,No
BMW 328d,2.0,4,SemiAuto-8,2,Diesel,FA,HBMXV02.0N47,small car,6.0,31,43.0,36,7,Yes
BMW 328d,2.0,4,SemiAuto-8,2,Diesel,CA,HBMXV02.0N47,small car,6.0,31,43.0,36,7,Yes
BMW 328d,2.0,4,SemiAuto-8,4,Diesel,FA,HBMXV02.0N47,small car,6.0,30,40.0,34,7,Yes
BMW 328d,2.0,4,SemiAuto-8,4,Diesel,CA,HBMXV02.0N47,small car,6.0,30,40.0,34,7,Yes
BMW 328d Sports Wagon,2.0,4,SemiAuto-8,4,Diesel,FA,HBMXV02.0N47,station wagon,6.0,30,40.0,34,7,Yes
BMW 328d Sports Wagon,2.0,4,SemiAuto-8,4,Diesel,CA,HBMXV02.0N47,station wagon,6.0,30,40.0,34,7,Yes
BMW 330i,2.0,4,Man-6,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,21,32.0,25,5,No
BMW 330i,2.0,4,Man-6,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,21,32.0,25,5,No
BMW 330i,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,34.0,27,6,No
BMW 330i,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,34.0,27,6,No
BMW 330i,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,33.0,26,6,No
BMW 330i,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,33.0,26,6,No
BMW 330i Gran Turismo,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,large car,9.0,23,33.0,26,6,No
BMW 330i Gran Turismo,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,large car,8.0,23,33.0,26,6,No
BMW 330i Sports Wagon,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,station wagon,9.0,23,33.0,26,6,No
BMW 330i Sports Wagon,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,station wagon,8.0,23,33.0,26,6,No
BMW 340i,3.0,6,Man-6,2,Gasoline,CA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 340i,3.0,6,Man-6,2,Gasoline,FA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 340i,3.0,6,Man-6,4,Gasoline,CA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 340i,3.0,6,Man-6,4,Gasoline,FA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 340i,3.0,6,SemiAuto-8,2,Gasoline,CA,HBMXV03.0B58,small car,6.0,21,32.0,25,5,No
BMW 340i,3.0,6,SemiAuto-8,2,Gasoline,FA,HBMXV03.0B58,small car,6.0,21,32.0,25,5,No
BMW 340i,3.0,6,SemiAuto-8,4,Gasoline,CA,HBMXV03.0B58,small car,6.0,21,31.0,25,5,No
BMW 340i,3.0,6,SemiAuto-8,4,Gasoline,FA,HBMXV03.0B58,small car,6.0,21,31.0,25,5,No
BMW 340i Gran Turismo,3.0,6,SemiAuto-8,4,Gasoline,CA,HBMXV03.0B58,large car,6.0,20,30.0,24,5,No
BMW 340i Gran Turismo,3.0,6,SemiAuto-8,4,Gasoline,FA,HBMXV03.0B58,large car,6.0,20,30.0,24,5,No
BMW 430i Convertible,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,34.0,27,6,No
BMW 430i Convertible,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,34.0,27,6,No
BMW 430i Convertible,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,small car,9.0,22,32.0,26,6,No
BMW 430i Convertible,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,small car,8.0,22,32.0,26,6,No
BMW 430i Coupe,2.0,4,Man-6,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,21,33.0,25,5,No
BMW 430i Coupe,2.0,4,Man-6,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,21,33.0,25,5,No
BMW 430i Coupe,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,34.0,27,6,No
BMW 430i Coupe,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,34.0,27,6,No
BMW 430i Coupe,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,33.0,26,6,No
BMW 430i Coupe,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,33.0,26,6,No
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,34.0,27,6,No
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,2,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,34.0,27,6,No
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4,Gasoline,CA,HBMXV02.0B4X,small car,9.0,23,33.0,26,6,No
BMW 430i Gran Coupe,2.0,4,SemiAuto-8,4,Gasoline,FA,HBMXV02.0B4X,small car,8.0,23,33.0,26,6,No
BMW 440i Convertible,3.0,6,SemiAuto-8,2,Gasoline,CA,HBMXV03.0B58,small car,6.0,21,29.0,24,5,No
BMW 440i Convertible,3.0,6,SemiAuto-8,2,Gasoline,FA,HBMXV03.0B58,small car,6.0,21,29.0,24,5,No
BMW 440i Convertible,3.0,6,SemiAuto-8,4,Gasoline,CA,HBMXV03.0B58,small car,6.0,20,30.0,24,5,No
BMW 440i Convertible,3.0,6,SemiAuto-8,4,Gasoline,FA,HBMXV03.0B58,small car,6.0,20,30.0,24,5,No
BMW 440i Coupe,3.0,6,Man-6,2,Gasoline,CA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 440i Coupe,3.0,6,Man-6,2,Gasoline,FA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 440i Coupe,3.0,6,Man-6,4,Gasoline,CA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 440i Coupe,3.0,6,Man-6,4,Gasoline,FA,HBMXV03.0B58,small car,6.0,19,29.0,23,5,No
BMW 440i Coupe,3.0,6,SemiAuto-8,2,Gasoline,CA,HBMXV03.0B58,small car,6.0,21,32.0,25,5,No
BMW 440i Coupe,3.0,6,SemiAuto-8,2,Gasoline,FA,HBMXV03.0B58,small car,6.0,21,32.0,25,5,No
BMW 440i Coupe,3.0,6,SemiAuto-8,4,Gasoline,CA,HBMXV03.0B58,small car,6.0,21,31.0,25,5,No
BMW 440i Coupe,3.0,6,SemiAuto-8,4,Gasoline,FA,HBMXV03.0B58,small car,6.0,21,31.0,25,5,No
