Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Underhood_Id,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway
ALFA ROMEO 4C,1.8,4,AutoMan-6,2,Gasoline,CA,FFTGV01.85P0,small car,5.0,24,34.0,28,7,No
ASTON MARTIN DB9,5.9,12,SemiAuto-6,2,Gasoline,FA,FASXV05.9VH1,small car,5.0,13,19.0,15,3,No
ASTON MARTIN DB9,5.9,12,SemiAuto-6,2,Gasoline,CA,FASXV05.9VH1,small car,5.0,13,19.0,15,3,No
ASTON MARTIN Rapide S,6.0,12,SemiAuto-8,2,Gasoline,FA,FASXV06.0VHB,small car,5.0,14,22.0,17,4,No
ASTON MARTIN Rapide S,6.0,12,SemiAuto-8,2,Gasoline,CA,FASXV06.0VHB,small car,5.0,14,22.0,17,4,No
ASTON MARTIN V12 Vantage S,6.0,12,AutoMan-7,2,Gasoline,FA,FASXV06.0VHB,small car,5.0,12,18.0,14,2,No
ASTON MARTIN V12 Vantage S,6.0,12,AutoMan-7,2,Gasoline,CA,FASXV06.0VHB,small car,5.0,12,18.0,14,2,No
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-7,2,Gasoline,FA,FASXV04.7VH2,small car,5.0,14,21.0,16,3,No
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-7,2,Gasoline,CA,FASXV04.7VH2,small car,5.0,14,21.0,16,3,No
ASTON MARTIN V8 Vantage,4.7,8,Man-6,2,Gasoline,FA,FASXV04.7VH2,small car,5.0,13,19.0,15,3,No
ASTON MARTIN V8 Vantage,4.7,8,Man-6,2,Gasoline,CA,FASXV04.7VH2,small car,5.0,13,19.0,15,3,No
ASTON MARTIN V8 Vantage S,4.7,8,AutoMan-7,2,Gasoline,FA,FASXV04.7VH2,small car,5.0,14,21.0,16,3,No
ASTON MARTIN V8 Vantage S,4.7,8,AutoMan-7,2,Gasoline,CA,FASXV04.7VH2,small car,5.0,14,21.0,16,3,No
ASTON MARTIN V8 Vantage S,4.7,8,Man-6,2,Gasoline,FA,FASXV04.7VH2,small car,5.0,13,19.0,15,3,No
ASTON MARTIN V8 Vantage S,4.7,8,Man-6,2,Gasoline,CA,FASXV04.7VH2,small car,5.0,13,19.0,15,3,No
ASTON MARTIN Vanquish,6.0,12,SemiAuto-8,2,Gasoline,FA,FASXV06.0VHB,small car,5.0,13,21.0,16,3,No
ASTON MARTIN Vanquish,6.0,12,SemiAuto-8,2,Gasoline,CA,FASXV06.0VHB,small car,5.0,13,21.0,16,3,No
ASTON MARTIN Vantage GT,4.7,8,AutoMan-7,2,Gasoline,FA,FASXV04.7VH2,small car,5.0,14,21.0,16,3,No
ASTON MARTIN Vantage GT,4.7,8,AutoMan-7,2,Gasoline,CA,FASXV04.7VH2,small car,5.0,14,21.0,16,3,No
ASTON MARTIN Vantage GT,4.7,8,Man-6,2,Gasoline,FA,FASXV04.7VH2,small car,5.0,13,19.0,15,3,No
ASTON MARTIN Vantage GT,4.7,8,Man-6,2,Gasoline,CA,FASXV04.7VH2,small car,5.0,13,19.0,15,3,No
AUDI A3,1.8,4,AMS-6,2,Gasoline,FA,FVGAV02.0APA,small car,9.0,23,33.0,27,7,Yes
AUDI A3,1.8,4,AMS-6,2,Gasoline,CA,FVGAV02.0APA,small car,9.0,23,33.0,27,7,Yes
AUDI A3,2.0,4,AMS-6,4,Gasoline,FA,FVGAV02.0APA,small car,9.0,24,33.0,27,7,Yes
AUDI A3,2.0,4,AMS-6,4,Gasoline,CA,FVGAV02.0APA,small car,9.0,24,33.0,27,7,Yes
AUDI A3,2.0,4,AMS-6,2,Diesel,FA,FVGAV02.0VAL,small car,4.0,31,43.0,36,4,Yes
AUDI A3,2.0,4,AMS-6,2,Diesel,CA,FVGAV02.0VAL,small car,4.0,31,43.0,36,4,Yes
AUDI A3 Cabriolet,1.8,4,AMS-6,2,Gasoline,FA,FVGAV02.0APA,small car,9.0,24,35.0,28,7,Yes
AUDI A3 Cabriolet,1.8,4,AMS-6,2,Gasoline,CA,FVGAV02.0APA,small car,9.0,24,35.0,28,7,Yes
AUDI A3 Cabriolet,2.0,4,AMS-6,4,Gasoline,FA,FVGAV02.0APA,small car,9.0,23,32.0,26,6,No
AUDI A3 Cabriolet,2.0,4,AMS-6,4,Gasoline,CA,FVGAV02.0APA,small car,9.0,23,32.0,26,6,No
AUDI A4,2.0,4,Man-6,4,Gasoline,FA,FVGAV02.0AUB,small car,5.0,22,32.0,26,6,No
AUDI A4,2.0,4,Man-6,4,Gasoline,CA,FVGAV02.0AUB,small car,6.0,22,32.0,26,6,No
AUDI A4,2.0,4,SCV-8,2,Gasoline,FA,FVGAV02.0AUB,small car,5.0,24,32.0,27,7,No
AUDI A4,2.0,4,SCV-8,2,Gasoline,CA,FVGAV02.0AUB,small car,6.0,24,32.0,27,7,Yes
AUDI A5,2.0,4,Man-6,4,Gasoline,FA,FVGAV02.0AUB,small car,5.0,22,32.0,26,6,No
AUDI A5,2.0,4,Man-6,4,Gasoline,CA,FVGAV02.0AUB,small car,6.0,22,32.0,26,6,No
AUDI A6,2.0,4,SemiAuto-8,4,Gasoline,FA,FVGAV02.0AUB,midsize car,5.0,20,29.0,23,5,No
AUDI A6,2.0,4,SemiAuto-8,4,Gasoline,CA,FVGAV02.0AUB,midsize car,6.0,20,29.0,23,5,No
AUDI A6,2.0,4,SCV-8,2,Gasoline,FA,FVGAV02.0AUB,midsize car,5.0,25,33.0,28,7,No
AUDI A6,2.0,4,SCV-8,2,Gasoline,CA,FVGAV02.0AUB,midsize car,6.0,25,33.0,28,7,Yes
AUDI A6,3.0,6,SemiAuto-8,4,Diesel,FA,FVGAJ03.0NU4,midsize car,4.0,24,38.0,29,4,No
AUDI A6,3.0,6,SemiAuto-8,4,Diesel,CA,FVGAJ03.0NU4,midsize car,4.0,24,38.0,29,4,No
AUDI A6,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAJ03.0AUD,midsize car,5.0,18,27.0,22,5,No
AUDI A6,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAJ03.0AUD,midsize car,6.0,18,27.0,22,5,No
AUDI A7,3.0,6,SemiAuto-8,4,Diesel,FA,FVGAJ03.0NU4,midsize car,4.0,24,38.0,29,4,No
AUDI A7,3.0,6,SemiAuto-8,4,Diesel,CA,FVGAJ03.0NU4,midsize car,4.0,24,38.0,29,4,No
AUDI A7,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAJ03.0AUD,midsize car,5.0,18,28.0,21,5,No
AUDI A7,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAJ03.0AUD,midsize car,6.0,18,28.0,21,5,No
AUDI A8,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAV03.0AUE,midsize car,5.0,19,29.0,22,5,No
AUDI A8,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAV03.0AUE,midsize car,6.0,19,29.0,22,5,No
AUDI A8,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,midsize car,5.0,18,30.0,22,5,No
AUDI A8,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,midsize car,6.0,18,30.0,22,5,No
AUDI A8 L,3.0,6,SemiAuto-8,4,Diesel,FA,FVGAJ03.0NU4,large car,4.0,24,36.0,28,4,No
AUDI A8 L,3.0,6,SemiAuto-8,4,Diesel,CA,FVGAJ03.0NU4,large car,4.0,24,36.0,28,4,No
AUDI A8 L,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAV03.0AUE,large car,5.0,19,29.0,22,5,No
AUDI A8 L,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAV03.0AUE,large car,6.0,19,29.0,22,5,No
AUDI A8 L,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,large car,5.0,18,29.0,21,5,No
AUDI A8 L,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,large car,6.0,18,29.0,21,5,No
AUDI A8 L,6.3,12,SemiAuto-8,4,Gasoline,FA,FVGAV06.3VUM,large car,5.0,13,22.0,16,3,No
AUDI A8 L,6.3,12,SemiAuto-8,4,Gasoline,CA,FVGAV06.3VUM,large car,6.0,13,22.0,16,3,No
AUDI Q3,2.0,4,SemiAuto-6,4,Gasoline,FA,FVGAV02.0AUA,small car,5.0,20,28.0,23,5,No
AUDI Q3,2.0,4,SemiAuto-6,4,Gasoline,CA,FVGAV02.0AUA,small car,6.0,20,28.0,23,5,No
AUDI Q3,2.0,4,SemiAuto-6,2,Gasoline,FA,FVGAV02.0AUA,small car,5.0,20,29.0,23,5,No
AUDI Q3,2.0,4,SemiAuto-6,2,Gasoline,CA,FVGAV02.0AUA,small car,6.0,20,29.0,23,5,No
AUDI Q5,3.0,6,SemiAuto-8,4,Diesel,FA,FVGAJ03.0NU4,small SUV,4.0,23,30.0,26,4,No
AUDI Q5,3.0,6,SemiAuto-8,4,Diesel,CA,FVGAJ03.0NU4,small SUV,4.0,23,30.0,26,4,No
AUDI Q5,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAJ03.0AUD,small SUV,5.0,18,26.0,21,5,No
AUDI Q5,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAJ03.0AUD,small SUV,6.0,18,26.0,21,5,No
AUDI Q5 Hybrid,2.0,4,SemiAuto-8,4,Gasoline,FA,FVGAT02.0AUH,small SUV,5.0,24,30.0,26,6,No
AUDI Q5 Hybrid,2.0,4,SemiAuto-8,4,Gasoline,CA,FVGAT02.0AUH,small SUV,6.0,24,30.0,26,6,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAT03.0ALT,standard SUV,5.0,16,22.0,18,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAT03.0ALT,standard SUV,5.0,16,22.0,18,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Diesel,FA,FVGAT03.0NU3,standard SUV,4.0,19,27.0,22,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Diesel,CA,FVGAT03.0NU3,standard SUV,4.0,19,27.0,22,4,No
AUDI R8,4.2,8,AMS-7,4,Gasoline,FA,FVGAV04.2NLC,small car,5.0,14,23.0,17,4,No
AUDI R8,4.2,8,AMS-7,4,Gasoline,CA,FVGAV04.2NLC,small car,5.0,14,23.0,17,4,No
AUDI R8,4.2,8,Man-6,4,Gasoline,FA,FVGAV04.2NLC,small car,5.0,11,20.0,14,2,No
AUDI R8,4.2,8,Man-6,4,Gasoline,CA,FVGAV04.2NLC,small car,5.0,11,20.0,14,2,No
AUDI R8,5.2,10,AMS-7,4,Gasoline,FA,FVGAV05.2NLD,small car,5.0,13,22.0,16,3,No
AUDI R8,5.2,10,AMS-7,4,Gasoline,CA,FVGAV05.2NLD,small car,5.0,13,22.0,16,3,No
AUDI R8,5.2,10,Man-6,4,Gasoline,FA,FVGAV05.2NLD,small car,5.0,12,19.0,14,2,No
AUDI R8,5.2,10,Man-6,4,Gasoline,CA,FVGAV05.2NLD,small car,5.0,12,19.0,14,2,No
AUDI R8 Spyder,4.2,8,AMS-7,4,Gasoline,FA,FVGAV04.2NLC,small car,5.0,14,23.0,17,4,No
AUDI R8 Spyder,4.2,8,AMS-7,4,Gasoline,CA,FVGAV04.2NLC,small car,5.0,14,23.0,17,4,No
AUDI R8 Spyder,4.2,8,Man-6,4,Gasoline,FA,FVGAV04.2NLC,small car,5.0,11,20.0,14,2,No
AUDI R8 Spyder,4.2,8,Man-6,4,Gasoline,CA,FVGAV04.2NLC,small car,5.0,11,20.0,14,2,No
AUDI R8 Spyder,5.2,10,AMS-7,4,Gasoline,FA,FVGAV05.2NLD,small car,5.0,13,22.0,16,3,No
AUDI R8 Spyder,5.2,10,AMS-7,4,Gasoline,CA,FVGAV05.2NLD,small car,5.0,13,22.0,16,3,No
AUDI R8 Spyder,5.2,10,Man-6,4,Gasoline,FA,FVGAV05.2NLD,small car,5.0,12,19.0,14,2,No
AUDI R8 Spyder,5.2,10,Man-6,4,Gasoline,CA,FVGAV05.2NLD,small car,5.0,12,19.0,14,2,No
AUDI RS5,4.2,8,AMS-7,4,Gasoline,FA,FVGAV04.2NLB,small car,5.0,16,23.0,18,4,No
AUDI RS5,4.2,8,AMS-7,4,Gasoline,CA,FVGAV04.2NLB,small car,5.0,16,23.0,18,4,No
AUDI RS5 Cabriolet,4.2,8,AMS-7,4,Gasoline,FA,FVGAV04.2NLB,small car,5.0,16,22.0,18,4,No
AUDI RS5 Cabriolet,4.2,8,AMS-7,4,Gasoline,CA,FVGAV04.2NLB,small car,5.0,16,22.0,18,4,No
AUDI RS7,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,midsize car,5.0,14,25.0,18,4,No
AUDI RS7,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,midsize car,6.0,14,25.0,18,4,No
AUDI S3,2.0,4,AMS-6,4,Gasoline,FA,FVGAV02.0AUA,small car,5.0,23,31.0,26,6,No
AUDI S3,2.0,4,AMS-6,4,Gasoline,CA,FVGAV02.0AUA,small car,6.0,23,31.0,26,6,No
AUDI S4,3.0,6,AMS-7,4,Gasoline,FA,FVGAJ03.0AUD,small car,5.0,18,28.0,21,5,No
AUDI S4,3.0,6,AMS-7,4,Gasoline,CA,FVGAJ03.0AUD,small car,6.0,18,28.0,21,5,No
AUDI S4,3.0,6,Man-6,4,Gasoline,FA,FVGAJ03.0AUD,small car,5.0,17,26.0,20,5,No
AUDI S4,3.0,6,Man-6,4,Gasoline,CA,FVGAJ03.0AUD,small car,6.0,17,26.0,20,5,No
AUDI S5,3.0,6,AMS-7,4,Gasoline,FA,FVGAJ03.0AUD,small car,5.0,18,28.0,21,5,No
AUDI S5,3.0,6,AMS-7,4,Gasoline,CA,FVGAJ03.0AUD,small car,6.0,18,28.0,21,5,No
AUDI S5,3.0,6,Man-6,4,Gasoline,FA,FVGAJ03.0AUD,small car,5.0,17,26.0,20,5,No
AUDI S5,3.0,6,Man-6,4,Gasoline,CA,FVGAJ03.0AUD,small car,6.0,17,26.0,20,5,No
AUDI S5 Cabriolet,3.0,6,AMS-7,4,Gasoline,FA,FVGAJ03.0AUD,small car,5.0,18,26.0,21,5,No
AUDI S5 Cabriolet,3.0,6,AMS-7,4,Gasoline,CA,FVGAJ03.0AUD,small car,6.0,18,26.0,21,5,No
AUDI S6,4.0,8,AMS-7,4,Gasoline,FA,FVGAV04.0NUA,midsize car,5.0,17,27.0,20,5,No
AUDI S6,4.0,8,AMS-7,4,Gasoline,CA,FVGAV04.0NUA,midsize car,6.0,17,27.0,20,5,No
AUDI S7,4.0,8,AMS-7,4,Gasoline,FA,FVGAV04.0NUA,midsize car,5.0,17,27.0,20,5,No
AUDI S7,4.0,8,AMS-7,4,Gasoline,CA,FVGAV04.0NUA,midsize car,6.0,17,27.0,20,5,No
AUDI S8,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,midsize car,5.0,16,27.0,20,5,No
AUDI S8,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,midsize car,6.0,16,27.0,20,5,No
AUDI SQ5,3.0,6,SemiAuto-8,4,Gasoline,FA,FVGAJ03.0AUD,small SUV,5.0,17,24.0,19,4,No
AUDI SQ5,3.0,6,SemiAuto-8,4,Gasoline,CA,FVGAJ03.0AUD,small SUV,6.0,17,24.0,19,4,No
AUDI TT Coupe,2.0,4,AMS-6,4,Gasoline,FA,FVGAV02.0AUA,small car,5.0,22,31.0,26,6,No
AUDI TT Coupe,2.0,4,AMS-6,4,Gasoline,CA,FVGAV02.0AUA,small car,6.0,22,31.0,26,6,No
AUDI TT Roadster,2.0,4,AMS-6,4,Gasoline,FA,FVGAV02.0AUA,small car,5.0,22,31.0,26,6,No
AUDI TT Roadster,2.0,4,AMS-6,4,Gasoline,CA,FVGAV02.0AUA,small car,6.0,22,31.0,26,6,No
BENTLEY Continental GT,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,small car,5.0,15,25.0,18,4,No
BENTLEY Continental GT,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,small car,6.0,15,25.0,18,4,No
BENTLEY Continental GT Convertible,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,small car,5.0,13,23.0,16,3,No
BENTLEY Continental GT Convertible,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,small car,6.0,13,23.0,16,3,No
BENTLEY Continental GT3-R,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,small car,5.0,13,23.0,17,4,No
BENTLEY Continental GT3-R,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,small car,6.0,13,23.0,17,4,No
BENTLEY Flying Spur,4.0,8,SemiAuto-8,4,Gasoline,FA,FVGAV04.0NUA,midsize car,5.0,13,24.0,17,4,No
BENTLEY Flying Spur,4.0,8,SemiAuto-8,4,Gasoline,CA,FVGAV04.0NUA,midsize car,6.0,13,24.0,17,4,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,FA,FVGAV06.8ELP,midsize car,5.0,11,18.0,13,1,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,CA,FVGAV06.8ELP,midsize car,5.0,11,18.0,13,1,No
BMW 228i,2.0,4,Man-6,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,22,34.0,26,6,No
BMW 228i,2.0,4,Man-6,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,22,34.0,26,6,No
BMW 228i,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,35.0,27,7,No
BMW 228i,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,35.0,27,7,Yes
BMW 228i,2.0,4,SemiAuto-8,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,36.0,28,7,No
BMW 228i,2.0,4,SemiAuto-8,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,36.0,28,7,Yes
BMW 228i Convertible,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,small car,5.0,22,33.0,26,6,No
BMW 228i Convertible,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,small car,6.0,22,33.0,26,6,No
BMW 228i Convertible,2.0,4,SemiAuto-8,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,34.0,27,7,No
BMW 228i Convertible,2.0,4,SemiAuto-8,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,34.0,27,7,Yes
BMW 320i,2.0,4,Man-6,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,36.0,27,7,No
BMW 320i,2.0,4,Man-6,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,36.0,27,7,Yes
BMW 320i,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,35.0,27,7,No
BMW 320i,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,35.0,27,7,Yes
BMW 320i,2.0,4,SemiAuto-8,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,24,36.0,28,7,No
BMW 320i,2.0,4,SemiAuto-8,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,24,36.0,28,7,Yes
BMW 328d,2.0,4,SemiAuto-8,4,Diesel,FA,FBMXV02.0N47,small car,5.0,31,43.0,35,8,Yes
BMW 328d,2.0,4,SemiAuto-8,4,Diesel,CA,FBMXV02.0N47,small car,6.0,31,43.0,35,8,Yes
BMW 328d,2.0,4,SemiAuto-8,2,Diesel,FA,FBMXV02.0N47,small car,5.0,32,45.0,37,8,Yes
BMW 328d,2.0,4,SemiAuto-8,2,Diesel,CA,FBMXV02.0N47,small car,6.0,32,45.0,37,8,Yes
BMW 328d Sports Wagon,2.0,4,SemiAuto-8,4,Diesel,FA,FBMXV02.0N47,station wagon,5.0,31,43.0,35,8,Yes
BMW 328d Sports Wagon,2.0,4,SemiAuto-8,4,Diesel,CA,FBMXV02.0N47,station wagon,6.0,31,43.0,35,8,Yes
BMW 328i,2.0,4,Man-6,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,22,34.0,26,6,No
BMW 328i,2.0,4,Man-6,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,22,34.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,small car,5.0,22,33.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,small car,6.0,22,33.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXV02.0N26,small car,5.0,22,33.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXV02.0N26,small car,8.0,22,33.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,35.0,27,7,No
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,35.0,27,7,Yes
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,FA,FBMXV02.0N26,small car,5.0,23,35.0,27,7,No
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,CA,FBMXV02.0N26,small car,8.0,23,35.0,27,7,Yes
BMW 328i Gran Turismo,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,large car,5.0,22,33.0,26,6,No
BMW 328i Gran Turismo,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,large car,6.0,22,33.0,26,6,No
BMW 328i Gran Turismo,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXV02.0N26,large car,5.0,22,33.0,26,6,No
BMW 328i Gran Turismo,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXV02.0N26,large car,8.0,22,33.0,26,6,No
BMW 328i Sports Wagon,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,station wagon,5.0,22,33.0,26,6,No
BMW 328i Sports Wagon,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,station wagon,6.0,22,33.0,26,6,No
BMW 335i,3.0,6,Man-6,4,Gasoline,FA,FBMXJ03.0N55,small car,5.0,20,28.0,23,5,No
BMW 335i,3.0,6,Man-6,4,Gasoline,CA,FBMXJ03.0N55,small car,6.0,20,28.0,23,5,No
BMW 335i,3.0,6,Man-6,2,Gasoline,FA,FBMXJ03.0N55,small car,5.0,20,30.0,24,6,No
BMW 335i,3.0,6,Man-6,2,Gasoline,CA,FBMXJ03.0N55,small car,6.0,20,30.0,24,6,No
BMW 335i,3.0,6,SemiAuto-8,4,Gasoline,FA,FBMXJ03.0N55,small car,5.0,20,30.0,24,6,No
BMW 335i,3.0,6,SemiAuto-8,4,Gasoline,CA,FBMXJ03.0N55,small car,6.0,20,30.0,24,6,No
BMW 335i,3.0,6,SemiAuto-8,2,Gasoline,FA,FBMXJ03.0N55,small car,5.0,21,32.0,25,6,No
BMW 335i,3.0,6,SemiAuto-8,2,Gasoline,CA,FBMXJ03.0N55,small car,6.0,21,32.0,25,6,No
BMW 335i Gran Turismo,3.0,6,SemiAuto-8,4,Gasoline,FA,FBMXJ03.0N55,large car,5.0,20,30.0,24,6,No
BMW 335i Gran Turismo,3.0,6,SemiAuto-8,4,Gasoline,CA,FBMXJ03.0N55,large car,6.0,20,30.0,24,6,No
BMW 428i Convertible,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXJ02.0N20,small car,5.0,21,33.0,25,6,No
BMW 428i Convertible,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXJ02.0N20,small car,6.0,21,33.0,25,6,No
BMW 428i Convertible,2.0,4,SemiAuto-8,4,Gasoline,FA,FBMXV02.0N26,small car,5.0,21,33.0,25,6,No
BMW 428i Convertible,2.0,4,SemiAuto-8,4,Gasoline,CA,FBMXV02.0N26,small car,8.0,21,33.0,25,6,No
BMW 428i Convertible,2.0,4,SemiAuto-8,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,23,34.0,27,7,No
BMW 428i Convertible,2.0,4,SemiAuto-8,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,23,34.0,27,7,Yes
BMW 428i Coupe,2.0,4,Man-6,2,Gasoline,FA,FBMXJ02.0N20,small car,5.0,22,34.0,26,6,No
BMW 428i Coupe,2.0,4,Man-6,2,Gasoline,CA,FBMXJ02.0N20,small car,6.0,22,34.0,26,6,No
