Vehicle_Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Underhood_Id,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway
ACURA TSX,3.5,6,SemiAuto-5,2,Gasoline,FA,CHNXV03.5EB3,small car,5.0,19,28.0,23,5,No
ACURA TSX,3.5,6,SemiAuto-5,2,Gasoline,CA,CHNXV03.5EB3,small car,6.0,19,28.0,23,5,No
ACURA TSX Wagon,2.4,4,SemiAuto-5,2,Gasoline,FA,CHNXV02.4DB9,station wagon,5.0,22,30.0,25,6,No
ACURA TSX Wagon,2.4,4,SemiAuto-5,2,Gasoline,CA,CHNXV02.4DB9,station wagon,6.0,22,30.0,25,6,Yes
ASTON MARTIN DB9,5.9,12,Man-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,11,17.0,13,1,No
ASTON MARTIN DB9,5.9,12,Man-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,11,17.0,13,1,No
ASTON MARTIN DB9,5.9,12,SemiAuto-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,13,20.0,15,1,No
ASTON MARTIN DB9,5.9,12,SemiAuto-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,13,20.0,15,1,No
ASTON MARTIN DBS,5.9,12,Man-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,11,17.0,13,1,No
ASTON MARTIN DBS,5.9,12,Man-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,11,17.0,13,1,No
ASTON MARTIN DBS,5.9,12,SemiAuto-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,12,18.0,14,1,No
ASTON MARTIN DBS,5.9,12,SemiAuto-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,12,18.0,14,1,No
ASTON MARTIN Rapide,5.9,12,SemiAuto-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,13,19.0,15,1,No
ASTON MARTIN Rapide,5.9,12,SemiAuto-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,13,19.0,15,1,No
ASTON MARTIN V12 Vantage,5.9,12,Man-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,11,17.0,13,1,No
ASTON MARTIN V12 Vantage,5.9,12,Man-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,11,17.0,13,1,No
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-6,2,Gasoline,FA,CASXV04.7VH2,small car,5.0,14,20.0,16,1,No
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-7,2,Gasoline,FA,CASXV04.7VH2,small car,5.0,14,21.0,16,1,No
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-6,2,Gasoline,CA,CASXV04.7VH2,small car,5.0,14,20.0,16,1,No
ASTON MARTIN V8 Vantage,4.7,8,AutoMan-7,2,Gasoline,CA,CASXV04.7VH2,small car,5.0,14,21.0,16,1,No
ASTON MARTIN V8 Vantage,4.7,8,Man-6,2,Gasoline,FA,CASXV04.7VH2,small car,5.0,13,19.0,15,1,No
ASTON MARTIN V8 Vantage,4.7,8,Man-6,2,Gasoline,CA,CASXV04.7VH2,small car,5.0,13,19.0,15,1,No
ASTON MARTIN V8 Vantage S,4.7,8,AutoMan-7,2,Gasoline,FA,CASXV04.7VH2,small car,5.0,14,21.0,16,1,No
ASTON MARTIN V8 Vantage S,4.7,8,AutoMan-7,2,Gasoline,CA,CASXV04.7VH2,small car,5.0,14,21.0,16,1,No
ASTON MARTIN Virage,5.9,12,SemiAuto-6,2,Gasoline,FA,CASXV05.9VH1,small car,5.0,13,18.0,15,1,No
ASTON MARTIN Virage,5.9,12,SemiAuto-6,2,Gasoline,CA,CASXV05.9VH1,small car,5.0,13,18.0,15,1,No
AUDI A3,2.0,4,Man-6,2,Gasoline,FA,CADXJ02.03UA,station wagon,5.0,21,30.0,24,5,No
AUDI A3,2.0,4,Man-6,2,Gasoline,CA,CADXJ02.03UA,station wagon,6.0,21,30.0,24,5,No
AUDI A3,2.0,4,Man-6,2,Gasoline,FA,CADXV02.03PA,station wagon,7.0,21,30.0,24,5,No
AUDI A3,2.0,4,Man-6,2,Gasoline,CA,CADXV02.03PA,station wagon,9.0,21,30.0,24,5,No
AUDI A3,2.0,4,SemiAuto-6,4,Gasoline,FA,CADXJ02.03UA,station wagon,5.0,21,28.0,24,5,No
AUDI A3,2.0,4,SemiAuto-6,4,Gasoline,CA,CADXJ02.03UA,station wagon,6.0,21,28.0,24,5,No
AUDI A3,2.0,4,SemiAuto-6,2,Gasoline,FA,CADXJ02.03UA,station wagon,5.0,22,28.0,24,5,No
AUDI A3,2.0,4,SemiAuto-6,2,Gasoline,CA,CADXJ02.03UA,station wagon,6.0,22,28.0,24,5,No
AUDI A3,2.0,4,SemiAuto-6,2,Diesel,FA,CVWXV02.0U5N,station wagon,4.0,29,37.0,32,4,Yes
AUDI A3,2.0,4,SemiAuto-6,2,Diesel,CA,CVWXV02.0U5N,station wagon,4.0,29,37.0,32,4,Yes
AUDI A4,2.0,4,CVT,2,Gasoline,FA,CADXJ02.03UB,small car,5.0,22,30.0,25,6,No
AUDI A4,2.0,4,CVT,2,Gasoline,CA,CADXJ02.03UB,small car,6.0,22,30.0,25,6,Yes
AUDI A4,2.0,4,Man-6,4,Gasoline,FA,CADXJ02.03UB,small car,5.0,21,31.0,25,6,No
AUDI A4,2.0,4,Man-6,4,Gasoline,CA,CADXJ02.03UB,small car,6.0,21,31.0,25,6,Yes
AUDI A4,2.0,4,SemiAuto-8,4,Gasoline,FA,CADXJ02.03UB,small car,5.0,21,29.0,24,5,No
AUDI A4,2.0,4,SemiAuto-8,4,Gasoline,CA,CADXJ02.03UB,small car,6.0,21,29.0,24,5,No
AUDI A4 Avant,2.0,4,SemiAuto-8,4,Gasoline,FA,CADXJ02.03UB,station wagon,5.0,21,29.0,24,5,No
AUDI A4 Avant,2.0,4,SemiAuto-8,4,Gasoline,CA,CADXJ02.03UB,station wagon,6.0,21,29.0,24,5,No
AUDI A5,2.0,4,Man-6,4,Gasoline,FA,CADXJ02.03UB,small car,5.0,21,31.0,25,6,No
AUDI A5,2.0,4,Man-6,4,Gasoline,CA,CADXJ02.03UB,small car,6.0,21,31.0,25,6,Yes
AUDI A5,2.0,4,SemiAuto-8,4,Gasoline,FA,CADXJ02.03UB,small car,5.0,21,29.0,24,5,No
AUDI A5,2.0,4,SemiAuto-8,4,Gasoline,CA,CADXJ02.03UB,small car,6.0,21,29.0,24,5,No
AUDI A5 Cabriolet,2.0,4,CVT,2,Gasoline,FA,CADXJ02.03UB,small car,5.0,22,30.0,25,6,No
AUDI A5 Cabriolet,2.0,4,CVT,2,Gasoline,CA,CADXJ02.03UB,small car,6.0,22,30.0,25,6,Yes
AUDI A5 Cabriolet,2.0,4,SemiAuto-8,4,Gasoline,FA,CADXJ02.03UB,small car,5.0,21,29.0,24,5,No
AUDI A5 Cabriolet,2.0,4,SemiAuto-8,4,Gasoline,CA,CADXJ02.03UB,small car,6.0,21,29.0,24,5,No
AUDI A6,2.0,4,CVT,2,Gasoline,FA,CADXJ02.03UB,midsize car,5.0,25,33.0,28,7,Yes
AUDI A6,2.0,4,CVT,2,Gasoline,CA,CADXJ02.03UB,midsize car,6.0,25,33.0,28,7,Yes
AUDI A7,3.0,6,SemiAuto-8,4,Gasoline,FA,CADXV03.03UF,midsize car,5.0,18,28.0,22,5,No
AUDI A7,3.0,6,SemiAuto-8,4,Gasoline,CA,CADXV03.03UF,midsize car,6.0,18,28.0,22,5,No
AUDI A8,4.2,8,SemiAuto-8,4,Gasoline,FA,CADXV04.23UH,midsize car,5.0,18,28.0,21,4,No
AUDI A8,4.2,8,SemiAuto-8,4,Gasoline,CA,CADXV04.23UH,midsize car,6.0,18,28.0,21,4,No
AUDI A8 L,4.2,8,SemiAuto-8,4,Gasoline,FA,CADXV04.23UH,large car,5.0,18,28.0,21,4,No
AUDI A8 L,4.2,8,SemiAuto-8,4,Gasoline,CA,CADXV04.23UH,large car,6.0,18,28.0,21,4,No
AUDI A8 L,6.3,12,SemiAuto-8,4,Gasoline,FA,CVWXV06.3UA8,large car,5.0,14,21.0,16,1,No
AUDI A8 L,6.3,12,SemiAuto-8,4,Gasoline,CA,CVWXV06.3UA8,large car,6.0,14,21.0,16,1,No
AUDI Q5,2.0,4,SemiAuto-8,4,Gasoline,FA,CADXJ02.03UB,SUV,5.0,20,27.0,22,5,No
AUDI Q5,2.0,4,SemiAuto-8,4,Gasoline,CA,CADXJ02.03UB,SUV,6.0,20,27.0,22,5,No
AUDI Q5,3.2,6,SemiAuto-6,4,Gasoline,FA,CADXT03.23UC,SUV,5.0,18,23.0,20,4,No
AUDI Q5,3.2,6,SemiAuto-6,4,Gasoline,CA,CADXT03.23UC,SUV,6.0,18,23.0,20,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Diesel,FA,CADXT03.03UG,SUV,4.0,17,24.0,20,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Diesel,CA,CADXT03.03UG,SUV,4.0,17,24.0,20,4,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,FA,CADXT03.0TLF,SUV,5.0,16,22.0,18,3,No
AUDI Q7,3.0,6,SemiAuto-8,4,Gasoline,CA,CADXT03.0TLF,SUV,5.0,16,22.0,18,3,No
AUDI R8,4.2,8,Man-6,4,Gasoline,FA,CADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8,4.2,8,Man-6,4,Gasoline,CA,CADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8,5.2,10,AutoMan-6,4,Gasoline,FA,CADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8,5.2,10,AutoMan-6,4,Gasoline,CA,CADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8,5.2,10,Man-6,4,Gasoline,FA,CADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8,5.2,10,Man-6,4,Gasoline,CA,CADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8 Spyder,4.2,8,Man-6,4,Gasoline,FA,CADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8 Spyder,4.2,8,Man-6,4,Gasoline,CA,CADXV04.2375,small car,5.0,11,20.0,14,1,No
AUDI R8 Spyder,5.2,10,AutoMan-6,4,Gasoline,FA,CADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8 Spyder,5.2,10,AutoMan-6,4,Gasoline,CA,CADXV05.2LR8,small car,5.0,13,19.0,15,1,No
AUDI R8 Spyder,5.2,10,Man-6,4,Gasoline,FA,CADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI R8 Spyder,5.2,10,Man-6,4,Gasoline,CA,CADXV05.2LR8,small car,5.0,12,19.0,14,1,No
AUDI S4,3.0,6,Man-6,4,Gasoline,FA,CADXV03.03UF,small car,5.0,18,27.0,21,4,No
AUDI S4,3.0,6,Man-6,4,Gasoline,CA,CADXV03.03UF,small car,6.0,18,27.0,21,4,No
AUDI S4,3.0,6,SemiAuto-7,4,Gasoline,FA,CADXV03.03UF,small car,5.0,18,28.0,21,4,No
AUDI S4,3.0,6,SemiAuto-7,4,Gasoline,CA,CADXV03.03UF,small car,6.0,18,28.0,21,4,No
AUDI S5,4.2,8,Man-6,4,Gasoline,FA,CADXV04.2365,small car,5.0,14,22.0,17,2,No
AUDI S5,4.2,8,Man-6,4,Gasoline,CA,CADXV04.2365,small car,5.0,14,22.0,17,2,No
AUDI S5,4.2,8,SemiAuto-6,4,Gasoline,FA,CADXV04.2365,small car,5.0,16,24.0,19,3,No
AUDI S5,4.2,8,SemiAuto-6,4,Gasoline,CA,CADXV04.2365,small car,5.0,16,24.0,19,3,No
AUDI S5 Cabriolet,3.0,6,SemiAuto-7,4,Gasoline,FA,CADXV03.03UF,small car,5.0,17,26.0,20,4,No
AUDI S5 Cabriolet,3.0,6,SemiAuto-7,4,Gasoline,CA,CADXV03.03UF,small car,6.0,17,26.0,20,4,No
AUDI TT Coupe,2.0,4,SemiAuto-6,4,Gasoline,FA,CADXJ02.03UA,small car,5.0,23,31.0,26,6,No
AUDI TT Coupe,2.0,4,SemiAuto-6,4,Gasoline,CA,CADXJ02.03UA,small car,6.0,23,31.0,26,6,Yes
AUDI TT Roadster,2.0,4,SemiAuto-6,4,Gasoline,FA,CADXJ02.03UA,small car,5.0,23,31.0,26,6,No
AUDI TT Roadster,2.0,4,SemiAuto-6,4,Gasoline,CA,CADXJ02.03UA,small car,6.0,23,31.0,26,6,Yes
AUDI TTRS Coupe,2.5,5,Man-6,4,Gasoline,FA,CADXV02.53UK,small car,5.0,18,25.0,20,4,No
AUDI TTRS Coupe,2.5,5,Man-6,4,Gasoline,CA,CADXV02.53UK,small car,6.0,18,25.0,20,4,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,FA,CBEXV06.84LA,midsize car,5.0,11,18.0,13,1,No
BENTLEY Mulsanne,6.8,8,SemiAuto-8,2,Gasoline,CA,CBEXV06.84LA,midsize car,5.0,11,18.0,13,1,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,27.0,21,4,No
BMW 128Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,27.0,21,4,No
BMW 128i,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 128i,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,28.0,21,4,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,28.0,21,4,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,28.0,21,4,No
BMW 128i,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,28.0,21,4,No
BMW 135i,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,20,28.0,23,5,No
BMW 135i,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,20,28.0,23,5,No
BMW 135i,3.0,6,SemiAuto-7,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,18,25.0,21,4,No
BMW 135i,3.0,6,SemiAuto-7,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,18,25.0,21,4,No
BMW 135i Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 135i Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 135i Convertible,3.0,6,SemiAuto-7,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,18,25.0,20,4,No
BMW 135i Convertible,3.0,6,SemiAuto-7,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,18,25.0,20,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,17,26.0,20,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,27.0,21,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,27.0,21,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,27.0,21,4,No
BMW 328Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,27.0,21,4,No
BMW 328i,2.0,4,Man-6,2,Gasoline,FA,CBMXV02.0N20,small car,5.0,23,34.0,27,6,No
BMW 328i,2.0,4,Man-6,2,Gasoline,CA,CBMXV02.0N20,small car,6.0,23,34.0,27,6,Yes
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,FA,CBMXV02.0N20,small car,5.0,23,33.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,CA,CBMXV02.0N20,small car,6.0,23,33.0,26,6,Yes
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,FA,CBMXV02.0N26,small car,5.0,23,33.0,26,6,No
BMW 328i,2.0,4,SemiAuto-8,2,Gasoline,CA,CBMXV02.0N26,small car,8.0,23,33.0,26,6,Yes
BMW 328i,3.0,6,Man-6,4,Gasoline,FA,CBMXJ03.0E89,small car,5.0,17,25.0,20,4,No
BMW 328i,3.0,6,Man-6,4,Gasoline,CA,CBMXJ03.0E89,small car,6.0,17,25.0,20,4,No
BMW 328i,3.0,6,Man-6,4,Gasoline,FA,CBMXV03.051R,small car,5.0,17,25.0,20,4,No
BMW 328i,3.0,6,Man-6,4,Gasoline,CA,CBMXV03.051R,small car,8.0,17,25.0,20,4,No
BMW 328i,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,28.0,22,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,28.0,22,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,28.0,22,5,No
BMW 328i,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,28.0,22,5,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,FA,CBMXJ03.0E89,small car,5.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,CA,CBMXJ03.0E89,small car,6.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,FA,CBMXV03.051R,small car,5.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,4,Gasoline,CA,CBMXV03.051R,small car,8.0,17,25.0,20,4,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0E89,small car,5.0,18,28.0,21,4,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0E89,small car,6.0,18,28.0,21,4,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXV03.051R,small car,5.0,18,28.0,21,4,No
BMW 328i,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXV03.051R,small car,8.0,18,28.0,21,4,No
BMW 328i Sport Wagon,3.0,6,Man-6,4,Gasoline,FA,CBMXJ03.0E89,station wagon,5.0,17,25.0,20,4,No
BMW 328i Sport Wagon,3.0,6,Man-6,4,Gasoline,CA,CBMXJ03.0E89,station wagon,6.0,17,25.0,20,4,No
BMW 328i Sport Wagon,3.0,6,SemiAuto-6,4,Gasoline,FA,CBMXJ03.0E89,station wagon,5.0,17,25.0,20,4,No
BMW 328i Sport Wagon,3.0,6,SemiAuto-6,4,Gasoline,CA,CBMXJ03.0E89,station wagon,6.0,17,25.0,20,4,No
BMW 328i Sports Wagon,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0E89,station wagon,5.0,17,26.0,20,4,No
BMW 328i Sports Wagon,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0E89,station wagon,6.0,17,26.0,20,4,No
BMW 328i Sports Wagon,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0E89,station wagon,5.0,18,27.0,21,4,No
BMW 328i Sports Wagon,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0E89,station wagon,6.0,18,27.0,21,4,No
BMW 335Ci Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,18,28.0,22,5,No
BMW 335Ci Convertible,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,18,28.0,22,5,No
BMW 335i,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,20,30.0,23,5,No
BMW 335i,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,20,30.0,23,5,No
BMW 335i,3.0,6,SemiAuto-8,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,23,33.0,26,6,No
BMW 335i,3.0,6,SemiAuto-8,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,23,33.0,26,6,Yes
BMW 335i Coupe,3.0,6,Man-6,4,Gasoline,FA,CBMXJ03.0N55,small car,5.0,19,27.0,22,5,No
BMW 335i Coupe,3.0,6,Man-6,4,Gasoline,CA,CBMXJ03.0N55,small car,6.0,19,27.0,22,5,No
BMW 335i Coupe,3.0,6,Man-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,19,28.0,22,5,No
BMW 335i Coupe,3.0,6,Man-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,19,28.0,22,5,No
BMW 335i Coupe,3.0,6,SemiAuto-6,4,Gasoline,FA,CBMXJ03.0N55,small car,5.0,18,27.0,21,4,No
BMW 335i Coupe,3.0,6,SemiAuto-6,4,Gasoline,CA,CBMXJ03.0N55,small car,6.0,18,27.0,21,4,No
BMW 335i Coupe,3.0,6,SemiAuto-6,2,Gasoline,FA,CBMXJ03.0N55,small car,5.0,18,28.0,22,5,No
BMW 335i Coupe,3.0,6,SemiAuto-6,2,Gasoline,CA,CBMXJ03.0N55,small car,6.0,18,28.0,22,5,No
BMW 335is Convertible,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.0ULR,small car,5.0,18,26.0,21,4,No
BMW 335is Convertible,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.0ULR,small car,6.0,18,26.0,21,4,No
BMW 335is Convertible,3.0,6,SemiAuto-7,2,Gasoline,FA,CBMXV03.0ULR,small car,5.0,17,24.0,19,3,No
BMW 335is Convertible,3.0,6,SemiAuto-7,2,Gasoline,CA,CBMXV03.0ULR,small car,6.0,17,24.0,19,3,No
BMW 335is Coupe,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.0ULR,small car,5.0,18,26.0,21,4,No
BMW 335is Coupe,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.0ULR,small car,6.0,18,26.0,21,4,No
BMW 335is Coupe,3.0,6,SemiAuto-7,2,Gasoline,FA,CBMXV03.0ULR,small car,5.0,17,24.0,19,3,No
BMW 335is Coupe,3.0,6,SemiAuto-7,2,Gasoline,CA,CBMXV03.0ULR,small car,6.0,17,24.0,19,3,No
BMW 535i,3.0,6,Man-6,2,Gasoline,FA,CBMXV03.0F10,midsize car,5.0,20,30.0,23,5,No
BMW 535i,3.0,6,Man-6,2,Gasoline,CA,CBMXV03.0F10,midsize car,6.0,20,30.0,23,5,No
BMW 535i,3.0,6,SemiAuto-8,4,Gasoline,FA,CBMXV03.0F10,midsize car,5.0,21,30.0,24,5,No
BMW 535i,3.0,6,SemiAuto-8,4,Gasoline,CA,CBMXV03.0F10,midsize car,6.0,21,30.0,24,5,No
BMW 535i,3.0,6,SemiAuto-8,2,Gasoline,FA,CBMXV03.0F10,midsize car,5.0,20,30.0,24,5,No
BMW 535i,3.0,6,SemiAuto-8,2,Gasoline,CA,CBMXV03.0F10,midsize car,6.0,20,30.0,24,5,No
BMW 535i Gran Turismo,3.0,6,SemiAuto-8,4,Gasoline,FA,CBMXV03.0F10,large car,5.0,18,27.0,21,4,No
BMW 535i Gran Turismo,3.0,6,SemiAuto-8,4,Gasoline,CA,CBMXV03.0F10,large car,6.0,18,27.0,21,4,No
BMW 535i Gran Turismo,3.0,6,SemiAuto-8,2,Gasoline,FA,CBMXV03.0F10,large car,5.0,19,28.0,22,5,No
