Company,Model,Engine_Displacement_L,Engine_Cylinders,Transmission_Type,Drive,Fuel,Cert_Region,Underhood_Id,Veh_Class,Air_Pollution_Score,City_Mpg,Hwy_Mpg,Combined_Mpg,Greenhouse_Gas_Score,Smartway,year
0,MDX,3.7,6,8,4,4,CA,8HNXT03.7PKR,0,7.0,15,20.0,17,4,0,2008
0,MDX,3.7,6,8,4,4,FA,8HNXT03.7PKR,0,6.0,15,20.0,17,4,0,2008
0,RDX,2.3,4,8,4,4,CA,8HNXT02.3DKR,0,7.0,17,22.0,19,5,0,2008
0,RDX,2.3,4,8,4,4,FA,8HNXT02.3DKR,0,6.0,17,22.0,19,5,0,2008
0,RL,3.5,6,8,4,4,CA,8HNXV03.5HKR,2,7.0,16,24.0,19,5,0,2008
0,RL,3.5,6,8,4,4,FA,8HNXV03.5HKR,2,6.0,16,24.0,19,5,0,2008
0,TL,3.2,6,8,2,4,CA,8HNXV03.5HKR,2,7.0,18,26.0,21,6,1,2008
0,TL,3.5,6,8,2,4,CA,8HNXV03.5RKR,2,7.0,17,26.0,20,6,1,2008
0,TL,3.5,6,12,2,4,CA,8HNXV03.5RKR,2,7.0,18,27.0,21,6,1,2008
0,TL,3.2,6,8,2,4,FA,8HNXV03.5HKR,2,6.0,18,26.0,21,6,0,2008
0,TL,3.5,6,8,2,4,FA,8HNXV03.5RKR,2,6.0,17,26.0,20,6,0,2008
0,TL,3.5,6,12,2,4,FA,8HNXV03.5RKR,2,6.0,18,27.0,21,6,0,2008
0,TSX,2.4,4,12,2,4,FA,8HNXV02.4FKC,5,6.0,19,28.0,22,6,0,2008
0,TSX,2.4,4,8,2,4,FA,8HNXV02.4FKC,5,6.0,20,28.0,23,7,1,2008
0,TSX,2.4,4,12,2,4,CA,8HNXV02.4FKC,5,6.0,19,28.0,22,6,0,2008
0,TSX,2.4,4,8,2,4,CA,8HNXV02.4FKC,5,6.0,20,28.0,23,7,1,2008
2,MARTIN DB9,5.9,12,12,2,4,FA,8ASXV05.9803,5,6.0,10,16.0,12,0,0,2008
2,MARTIN DB9,5.9,12,9,2,4,FA,8ASXV05.9803,5,6.0,11,18.0,13,1,0,2008
2,MARTIN DB9,5.9,12,12,2,4,CA,8ASXV05.9803,5,6.0,10,16.0,12,0,0,2008
2,MARTIN DB9,5.9,12,9,2,4,CA,8ASXV05.9803,5,6.0,11,18.0,13,1,0,2008
2,MARTIN DB9 Volante,5.9,12,12,2,4,FA,8ASXV05.9803,5,6.0,10,16.0,12,0,0,2008
2,MARTIN DB9 Volante,5.9,12,9,2,4,FA,8ASXV05.9803,5,6.0,11,17.0,13,1,0,2008
2,MARTIN DB9 Volante,5.9,12,12,2,4,CA,8ASXV05.9803,5,6.0,10,16.0,12,0,0,2008
2,MARTIN DB9 Volante,5.9,12,9,2,4,CA,8ASXV05.9803,5,6.0,11,17.0,13,1,0,2008
2,MARTIN V8 Vantage,4.3,8,12,2,4,FA,8ASXV04.3305,5,6.0,12,19.0,15,3,0,2008
2,MARTIN V8 Vantage,4.3,8,9,2,4,FA,8ASXV04.3305,5,6.0,13,20.0,15,3,0,2008
2,MARTIN V8 Vantage,4.3,8,12,2,4,CA,8ASXV04.3305,5,6.0,12,19.0,15,3,0,2008
2,MARTIN V8 Vantage,4.3,8,9,2,4,CA,8ASXV04.3305,5,6.0,13,20.0,15,3,0,2008
3,A3,2.0,4,12,2,4,CA,8ADXV02.0366,6,7.0,21,29.0,24,7,1,2008
3,A3,2.0,4,9,2,4,CA,8ADXV02.0366,6,7.0,22,29.0,25,7,1,2008
3,A3,2.0,4,12,2,4,FA,8ADXV02.0366,6,6.0,21,29.0,24,7,1,2008
3,A3,2.0,4,9,2,4,FA,8ADXV02.0366,6,6.0,22,29.0,25,7,1,2008
3,A3,3.2,6,9,4,4,FA,8VWXV03.2535,6,6.0,18,25.0,21,6,0,2008
3,A3,3.2,6,9,4,4,CA,8VWXV03.2535,6,6.0,18,25.0,21,6,0,2008
3,A4,2.0,4,2,2,4,CA,8ADXV02.0352,5,7.0,21,30.0,24,7,1,2008
3,A4,2.0,4,2,2,4,FA,8ADXV02.0352,5,6.0,21,30.0,24,7,1,2008
3,A4,3.1,6,12,4,4,FA,8ADXV03.1374,5,6.0,15,25.0,19,5,0,2008
3,A4,3.1,6,9,4,4,FA,8ADXV03.1374,5,6.0,17,25.0,20,6,0,2008
3,A4,3.1,6,2,2,4,FA,8ADXV03.1374,5,6.0,18,27.0,21,6,0,2008
3,A4,3.1,6,12,4,4,CA,8ADXV03.1374,5,6.0,15,25.0,19,5,0,2008
3,A4,3.1,6,9,4,4,CA,8ADXV03.1374,5,6.0,17,25.0,20,6,0,2008
3,A4,3.1,6,2,2,4,CA,8ADXV03.1374,5,6.0,18,27.0,21,6,0,2008
3,A4 Avant,3.1,6,12,4,4,FA,8ADXV03.1374,6,6.0,15,25.0,19,5,0,2008
3,A4 Avant,3.1,6,9,4,4,FA,8ADXV03.1374,6,6.0,17,25.0,20,6,0,2008
3,A4 Avant,3.1,6,12,4,4,CA,8ADXV03.1374,6,6.0,15,25.0,19,5,0,2008
3,A4 Avant,3.1,6,9,4,4,CA,8ADXV03.1374,6,6.0,17,25.0,20,6,0,2008
3,A4 Cabriolet,3.1,6,9,4,4,FA,8ADXV03.1374,5,6.0,17,25.0,20,6,0,2008
3,A4 Cabriolet,3.1,6,9,4,4,CA,8ADXV03.1374,5,6.0,17,25.0,20,6,0,2008
3,A6,3.1,6,9,4,4,FA,8ADXV03.1374,2,6.0,17,25.0,20,6,0,2008
3,A6,3.1,6,2,2,4,FA,8ADXV03.1374,2,6.0,18,27.0,21,6,0,2008
3,A6,3.1,6,9,4,4,CA,8ADXV03.1374,2,6.0,17,25.0,20,6,0,2008
3,A6,3.1,6,2,2,4,CA,8ADXV03.1374,2,6.0,18,27.0,21,6,0,2008
3,A6,4.2,8,9,4,4,FA,8ADXV04.2365,2,6.0,16,23.0,18,5,0,2008
3,A6,4.2,8,9,4,4,CA,8ADXV04.2365,2,6.0,16,23.0,18,5,0,2008
3,A6 Avant,3.1,6,9,4,4,FA,8ADXV03.1374,6,6.0,17,25.0,20,6,0,2008
3,A6 Avant,3.1,6,9,4,4,CA,8ADXV03.1374,6,6.0,17,25.0,20,6,0,2008
3,A8,4.2,8,9,4,4,FA,8ADXV04.2365,2,6.0,16,23.0,18,5,0,2008
3,A8,4.2,8,9,4,4,CA,8ADXV04.2365,2,6.0,16,23.0,18,5,0,2008
3,A8 L,4.2,8,9,4,4,FA,8ADXV04.2365,1,6.0,16,23.0,18,5,0,2008
3,A8 L,4.2,8,9,4,4,CA,8ADXV04.2365,1,6.0,16,23.0,18,5,0,2008
3,A8 L,6.0,12,9,4,4,FA,8ADXV06.0359,1,6.0,13,19.0,15,3,0,2008
3,A8 L,6.0,12,9,4,4,CA,8ADXV06.0359,1,6.0,13,19.0,15,3,0,2008
3,Q7,3.6,6,9,4,4,FA,8VWXT03.6276,0,6.0,14,20.0,16,4,0,2008
3,Q7,3.6,6,9,4,4,CA,8VWXT03.6276,0,6.0,14,20.0,16,4,0,2008
3,Q7,4.2,8,9,4,4,FA,8ADXT04.2358,0,6.0,12,17.0,14,2,0,2008
3,Q7,4.2,8,9,4,4,CA,8ADXT04.2358,0,6.0,12,17.0,14,2,0,2008
3,R8,4.2,8,9,4,4,FA,8ADXV04.2375,5,6.0,13,19.0,15,3,0,2008
3,R8,4.2,8,12,4,4,FA,8ADXV04.2375,5,6.0,13,20.0,15,3,0,2008
3,R8,4.2,8,9,4,4,CA,8ADXV04.2375,5,6.0,13,19.0,15,3,0,2008
3,R8,4.2,8,12,4,4,CA,8ADXV04.2375,5,6.0,13,20.0,15,3,0,2008
3,RS4,4.2,8,12,4,4,FA,8ADXV04.2375,5,6.0,13,20.0,15,3,0,2008
3,RS4,4.2,8,12,4,4,CA,8ADXV04.2375,5,6.0,13,20.0,15,3,0,2008
3,RS4 Cabriolet,4.2,8,12,4,4,FA,8ADXV04.2375,5,6.0,12,19.0,14,2,0,2008
3,RS4 Cabriolet,4.2,8,12,4,4,CA,8ADXV04.2375,5,6.0,12,19.0,14,2,0,2008
3,S4,4.2,8,12,4,4,FA,8ADXV04.2355,5,6.0,13,20.0,15,3,0,2008
3,S4,4.2,8,9,4,4,FA,8ADXV04.2355,5,6.0,14,21.0,16,4,0,2008
3,S4,4.2,8,12,4,4,CA,8ADXV04.2355,5,6.0,13,20.0,15,3,0,2008
3,S4,4.2,8,9,4,4,CA,8ADXV04.2355,5,6.0,14,21.0,16,4,0,2008
3,S4 Avant,4.2,8,12,4,4,FA,8ADXV04.2355,6,6.0,13,20.0,15,3,0,2008
3,S4 Avant,4.2,8,9,4,4,FA,8ADXV04.2355,6,6.0,14,21.0,16,4,0,2008
3,S4 Avant,4.2,8,12,4,4,CA,8ADXV04.2355,6,6.0,13,20.0,15,3,0,2008
3,S4 Avant,4.2,8,9,4,4,CA,8ADXV04.2355,6,6.0,14,21.0,16,4,0,2008
3,S4 Cabriolet,4.2,8,12,4,4,FA,8ADXV04.2355,5,6.0,13,19.0,15,3,0,2008
3,S4 Cabriolet,4.2,8,9,4,4,FA,8ADXV04.2355,5,6.0,14,21.0,16,4,0,2008
3,S4 Cabriolet,4.2,8,12,4,4,CA,8ADXV04.2355,5,6.0,13,19.0,15,3,0,2008
3,S4 Cabriolet,4.2,8,9,4,4,CA,8ADXV04.2355,5,6.0,14,21.0,16,4,0,2008
3,S5,4.2,8,12,4,4,FA,8ADXV04.2365,5,6.0,14,21.0,16,4,0,2008
3,S5,4.2,8,12,4,4,CA,8ADXV04.2365,5,6.0,14,21.0,16,4,0,2008
3,S6,5.2,10,9,4,4,FA,8ADXV05.2385,2,6.0,14,19.0,16,4,0,2008
3,S6,5.2,10,9,4,4,CA,8ADXV05.2385,2,6.0,14,19.0,16,4,0,2008
3,S8,5.2,10,9,4,4,FA,8ADXV05.2385,2,6.0,13,19.0,15,3,0,2008
3,S8,5.2,10,9,4,4,CA,8ADXV05.2385,2,6.0,13,19.0,15,3,0,2008
3,TT Coupe,2.0,4,9,2,4,CA,8ADXV02.0366,5,7.0,23,31.0,26,8,1,2008
3,TT Coupe,2.0,4,9,2,4,FA,8ADXV02.0366,5,6.0,23,31.0,26,8,1,2008
3,TT Coupe,3.2,6,12,4,4,FA,8VWXV03.2535,5,6.0,17,24.0,19,5,0,2008
3,TT Coupe,3.2,6,9,4,4,FA,8VWXV03.2535,5,6.0,18,24.0,20,6,0,2008
3,TT Coupe,3.2,6,12,4,4,CA,8VWXV03.2535,5,6.0,17,24.0,19,5,0,2008
3,TT Coupe,3.2,6,9,4,4,CA,8VWXV03.2535,5,6.0,18,24.0,20,6,0,2008
3,TT Roadster,2.0,4,9,2,4,CA,8ADXV02.0366,5,7.0,22,29.0,25,7,1,2008
3,TT Roadster,2.0,4,9,2,4,FA,8ADXV02.0366,5,6.0,22,29.0,25,7,1,2008
3,TT Roadster,3.2,6,12,4,4,FA,8VWXV03.2535,5,6.0,17,24.0,19,5,0,2008
3,TT Roadster,3.2,6,9,4,4,FA,8VWXV03.2535,5,6.0,18,24.0,20,6,0,2008
3,TT Roadster,3.2,6,12,4,4,CA,8VWXV03.2535,5,6.0,17,24.0,19,5,0,2008
3,TT Roadster,3.2,6,9,4,4,CA,8VWXV03.2535,5,6.0,18,24.0,20,6,0,2008
4,Arnage,6.7,8,9,2,4,FA,8BEXV06.7TTC,1,6.0,9,15.0,11,0,0,2008
4,Arnage,6.7,8,9,2,4,FA,8BEXV06.7TTC,2,6.0,10,15.0,11,0,0,2008
4,Arnage,6.7,8,9,2,4,CA,8BEXV06.7TTC,1,6.0,9,15.0,11,0,0,2008
4,Arnage,6.7,8,9,2,4,CA,8BEXV06.7TTC,2,6.0,10,15.0,11,0,0,2008
4,Azure,6.7,8,9,2,4,FA,8BEXV06.7TTC,5,6.0,9,15.0,11,0,0,2008
4,Azure,6.7,8,9,2,4,CA,8BEXV06.7TTC,5,6.0,9,15.0,11,0,0,2008
4,Continental Flying Spur,6.0,12,9,4,4,FA,8BEXV06.0501,2,6.0,10,17.0,12,0,0,2008
4,Continental Flying Spur,6.0,12,9,4,4,CA,8BEXV06.0501,2,6.0,10,17.0,12,0,0,2008
4,Continental GT,6.0,12,9,4,4,FA,8BEXV06.0501,5,6.0,10,17.0,13,1,0,2008
4,Continental GT,6.0,12,9,4,4,CA,8BEXV06.0501,5,6.0,10,17.0,13,1,0,2008
4,Continental GTC,6.0,12,9,4,4,FA,8BEXV06.0501,5,6.0,10,17.0,12,0,0,2008
4,Continental GTC,6.0,12,9,4,4,CA,8BEXV06.0501,5,6.0,10,17.0,12,0,0,2008
5,328ci,3.0,6,12,2,4,CA,8BMXV03.0N51,5,9.5,20,30.0,24,7,1,2008
5,328ci,3.0,6,9,2,4,CA,8BMXV03.0N51,5,9.5,23,31.0,25,7,1,2008
5,328ci,3.0,6,12,2,4,CA,8BMXB03.0N52,5,7.0,20,30.0,24,7,1,2008
5,328ci,3.0,6,9,2,4,CA,8BMXB03.0N52,5,7.0,23,31.0,25,7,1,2008
5,328ci,3.0,6,12,2,4,FA,8BMXB03.0N52,5,6.0,20,30.0,24,7,1,2008
5,328ci,3.0,6,12,2,4,FA,8BMXV03.0N51,5,6.0,20,30.0,24,7,1,2008
5,328ci,3.0,6,9,2,4,FA,8BMXB03.0N52,5,6.0,23,31.0,25,7,1,2008
5,328ci,3.0,6,9,2,4,FA,8BMXV03.0N51,5,6.0,23,31.0,25,7,1,2008
5,328ci Convertible,3.0,6,12,2,4,CA,8BMXV03.0N51,5,9.5,19,29.0,22,6,1,2008
5,328ci Convertible,3.0,6,9,2,4,CA,8BMXV03.0N51,5,9.5,20,30.0,24,7,1,2008
5,328ci Convertible,3.0,6,12,2,4,CA,8BMXB03.0N52,5,7.0,19,29.0,22,6,1,2008
5,328ci Convertible,3.0,6,9,2,4,CA,8BMXB03.0N52,5,7.0,20,30.0,24,7,1,2008
5,328ci Convertible,3.0,6,12,2,4,FA,8BMXB03.0N52,5,6.0,19,29.0,22,6,0,2008
5,328ci Convertible,3.0,6,12,2,4,FA,8BMXV03.0N51,5,6.0,19,29.0,22,6,0,2008
5,328ci Convertible,3.0,6,9,2,4,FA,8BMXB03.0N52,5,6.0,20,30.0,24,7,1,2008
5,328ci Convertible,3.0,6,9,2,4,FA,8BMXV03.0N51,5,6.0,20,30.0,24,7,1,2008
5,328cxi,3.0,6,9,4,4,CA,8BMXV03.0N51,5,9.5,20,27.0,23,7,1,2008
5,328cxi,3.0,6,12,4,4,CA,8BMXB03.0N52,5,7.0,19,28.0,22,6,1,2008
5,328cxi,3.0,6,9,4,4,CA,8BMXB03.0N52,5,7.0,20,27.0,23,7,1,2008
5,328cxi,3.0,6,12,4,4,FA,8BMXB03.0N52,5,6.0,19,28.0,22,6,0,2008
5,328cxi,3.0,6,9,4,4,FA,8BMXB03.0N52,5,6.0,20,27.0,23,7,1,2008
5,328cxi,3.0,6,9,4,4,FA,8BMXV03.0N51,5,6.0,20,27.0,23,7,1,2008
5,328i,3.0,6,12,2,4,CA,8BMXV03.0N51,5,9.5,20,30.0,24,7,1,2008
5,328i,3.0,6,9,2,4,CA,8BMXV03.0N51,5,9.5,23,31.0,25,7,1,2008
5,328i,3.0,6,12,2,4,CA,8BMXB03.0N52,5,7.0,20,30.0,24,7,1,2008
5,328i,3.0,6,9,2,4,CA,8BMXB03.0N52,5,7.0,23,31.0,25,7,1,2008
5,328i,3.0,6,12,2,4,FA,8BMXB03.0N52,5,6.0,20,30.0,24,7,1,2008
5,328i,3.0,6,12,2,4,FA,8BMXV03.0N51,5,6.0,20,30.0,24,7,1,2008
5,328i,3.0,6,9,2,4,FA,8BMXB03.0N52,5,6.0,23,31.0,25,7,1,2008
5,328i,3.0,6,9,2,4,FA,8BMXV03.0N51,5,6.0,23,31.0,25,7,1,2008
5,328i Sport Wagon,3.0,6,12,2,4,CA,8BMXB03.0N52,6,7.0,19,29.0,22,6,1,2008
5,328i Sport Wagon,3.0,6,12,2,4,FA,8BMXB03.0N52,6,6.0,19,29.0,22,6,0,2008
5,328xi,3.0,6,9,4,4,CA,8BMXV03.0N51,5,9.5,20,27.0,23,7,1,2008
5,328xi,3.0,6,12,4,4,CA,8BMXB03.0N52,5,7.0,19,28.0,22,6,1,2008
5,328xi,3.0,6,9,4,4,CA,8BMXB03.0N52,5,7.0,20,27.0,23,7,1,2008
5,328xi,3.0,6,12,4,4,FA,8BMXB03.0N52,5,6.0,19,28.0,22,6,0,2008
5,328xi,3.0,6,9,4,4,FA,8BMXB03.0N52,5,6.0,20,27.0,23,7,1,2008
5,328xi,3.0,6,9,4,4,FA,8BMXV03.0N51,5,6.0,20,27.0,23,7,1,2008
5,328xi Sport Wagon,3.0,6,12,4,4,CA,8BMXB03.0N52,6,7.0,19,28.0,22,6,1,2008
5,328xi Sport Wagon,3.0,6,9,4,4,CA,8BMXB03.0N52,6,7.0,20,27.0,23,7,1,2008
5,328xi Sport Wagon,3.0,6,12,4,4,FA,8BMXB03.0N52,6,6.0,19,28.0,22,6,0,2008
5,328xi Sport Wagon,3.0,6,9,4,4,FA,8BMXB03.0N52,6,6.0,20,27.0,23,7,1,2008
5,335ci,3.0,6,12,2,4,FA,8BMXV03.0N54,5,6.0,19,28.0,22,6,0,2008
5,335ci,3.0,6,9,2,4,FA,8BMXV03.0N54,5,6.0,20,28.0,23,7,1,2008
5,335ci,3.0,6,12,2,4,CA,8BMXV03.0N54,5,6.0,19,28.0,22,6,0,2008
5,335ci,3.0,6,9,2,4,CA,8BMXV03.0N54,5,6.0,20,28.0,23,7,1,2008
5,335ci Convertible,3.0,6,12,2,4,FA,8BMXV03.0N54,5,6.0,19,28.0,22,6,0,2008
5,335ci Convertible,3.0,6,9,2,4,FA,8BMXV03.0N54,5,6.0,20,28.0,23,7,1,2008
5,335ci Convertible,3.0,6,12,2,4,CA,8BMXV03.0N54,5,6.0,19,28.0,22,6,0,2008
5,335ci Convertible,3.0,6,9,2,4,CA,8BMXV03.0N54,5,6.0,20,28.0,23,7,1,2008
5,335cxi,3.0,6,12,4,4,FA,8BMXV03.0N54,5,6.0,18,27.0,21,6,0,2008
5,335cxi,3.0,6,9,4,4,FA,8BMXV03.0N54,5,6.0,19,27.0,22,6,0,2008
5,335cxi,3.0,6,12,4,4,CA,8BMXV03.0N54,5,6.0,18,27.0,21,6,0,2008
5,335cxi,3.0,6,9,4,4,CA,8BMXV03.0N54,5,6.0,19,27.0,22,6,0,2008
5,335i,3.0,6,12,2,4,FA,8BMXV03.0N54,5,6.0,19,28.0,22,6,0,2008
5,335i,3.0,6,9,2,4,FA,8BMXV03.0N54,5,6.0,20,28.0,23,7,1,2008
5,335i,3.0,6,12,2,4,CA,8BMXV03.0N54,5,6.0,19,28.0,22,6,0,2008
5,335i,3.0,6,9,2,4,CA,8BMXV03.0N54,5,6.0,20,28.0,23,7,1,2008
5,335xi,3.0,6,12,4,4,FA,8BMXV03.0N54,5,6.0,18,27.0,21,6,0,2008
5,335xi,3.0,6,9,4,4,FA,8BMXV03.0N54,5,6.0,19,27.0,22,6,0,2008
5,335xi,3.0,6,12,4,4,CA,8BMXV03.0N54,5,6.0,18,27.0,21,6,0,2008
5,335xi,3.0,6,9,4,4,CA,8BMXV03.0N54,5,6.0,19,27.0,22,6,0,2008
5,528i,3.0,6,9,2,4,CA,8BMXB03.0N52,2,7.0,20,30.0,24,7,1,2008
5,528i,3.0,6,12,2,4,CA,8BMXB03.0N52,2,7.0,20,30.0,24,7,1,2008
5,528i,3.0,6,9,2,4,FA,8BMXB03.0N52,2,6.0,20,30.0,24,7,1,2008
5,528i,3.0,6,12,2,4,FA,8BMXB03.0N52,2,6.0,20,30.0,24,7,1,2008
5,528xi,3.0,6,12,4,4,CA,8BMXB03.0N52,2,7.0,19,28.0,22,6,1,2008
5,528xi,3.0,6,9,4,4,CA,8BMXB03.0N52,2,7.0,20,27.0,23,7,1,2008
5,528xi,3.0,6,12,4,4,FA,8BMXB03.0N52,2,6.0,19,28.0,22,6,0,2008
5,528xi,3.0,6,9,4,4,FA,8BMXB03.0N52,2,6.0,20,27.0,23,7,1,2008
5,535i,3.0,6,12,2,4,FA,8BMXV03.0N54,2,6.0,19,28.0,22,6,0,2008
5,535i,3.0,6,9,2,4,FA,8BMXV03.0N54,2,6.0,20,28.0,23,7,1,2008
5,535i,3.0,6,12,2,4,CA,8BMXV03.0N54,2,6.0,19,28.0,22,6,0,2008
5,535i,3.0,6,9,2,4,CA,8BMXV03.0N54,2,6.0,20,28.0,23,7,1,2008
5,535xi,3.0,6,12,4,4,FA,8BMXV03.0N54,2,6.0,18,27.0,21,6,0,2008
5,535xi,3.0,6,9,4,4,FA,8BMXV03.0N54,2,6.0,19,27.0,22,6,0,2008
5,535xi,3.0,6,12,4,4,CA,8BMXV03.0N54,2,6.0,18,27.0,21,6,0,2008
5,535xi,3.0,6,9,4,4,CA,8BMXV03.0N54,2,6.0,19,27.0,22,6,0,2008
5,535xi Sport Wagon,3.0,6,12,4,4,FA,8BMXV03.0N54,6,6.0,17,25.0,20,6,0,2008
5,535xi Sport Wagon,3.0,6,9,4,4,FA,8BMXV03.0N54,6,6.0,18,26.0,21,6,0,2008
5,535xi Sport Wagon,3.0,6,12,4,4,CA,8BMXV03.0N54,6,6.0,17,25.0,20,6,0,2008
5,535xi Sport Wagon,3.0,6,9,4,4,CA,8BMXV03.0N54,6,6.0,18,26.0,21,6,0,2008
5,550i,4.8,8,12,2,4,CA,8BMXV04.8UL2,2,7.0,17,24.0,19,5,0,2008
5,550i,4.8,8,9,2,4,CA,8BMXV04.8UL2,2,7.0,17,25.0,20,6,1,2008
5,550i,4.8,8,12,2,4,FA,8BMXV04.8UL2,2,6.0,17,24.0,19,5,0,2008
5,550i,4.8,8,9,2,4,FA,8BMXV04.8UL2,2,6.0,17,25.0,20,6,0,2008
5,650ci,4.8,8,12,2,4,CA,8BMXV04.8UL2,5,7.0,17,24.0,19,5,0,2008
5,650ci,4.8,8,9,2,4,CA,8BMXV04.8UL2,5,7.0,17,25.0,20,6,1,2008
5,650ci,4.8,8,12,2,4,FA,8BMXV04.8UL2,5,6.0,17,24.0,19,5,0,2008
5,650ci,4.8,8,9,2,4,FA,8BMXV04.8UL2,5,6.0,17,25.0,20,6,0,2008
5,650ci Convertible,4.8,8,12,2,4,CA,8BMXV04.8UL2,5,7.0,16,22.0,18,5,0,2008
5,650ci Convertible,4.8,8,9,2,4,CA,8BMXV04.8UL2,5,7.0,17,25.0,20,6,1,2008
5,650ci Convertible,4.8,8,12,2,4,FA,8BMXV04.8UL2,5,6.0,16,22.0,18,5,0,2008
5,650ci Convertible,4.8,8,9,2,4,FA,8BMXV04.8UL2,5,6.0,17,25.0,20,6,0,2008
5,750i,4.8,8,9,2,4,CA,8BMXV04.8UL2,1,7.0,17,25.0,20,6,1,2008
5,750i,4.8,8,9,2,4,FA,8BMXV04.8UL2,1,6.0,17,25.0,20,6,0,2008
5,750li,4.8,8,9,2,4,CA,8BMXV04.8UL2,1,7.0,17,25.0,20,6,1,2008
5,750li,4.8,8,9,2,4,FA,8BMXV04.8UL2,1,6.0,17,25.0,20,6,0,2008
5,760li,6.0,12,9,2,4,FA,8BMXV06.0LE2,1,6.0,14,22.0,17,4,0,2008
5,760li,6.0,12,9,2,4,CA,8BMXV06.0LE2,1,6.0,14,22.0,17,4,0,2008
5,Alpina B7,4.4,8,9,2,4,FA,8ABBV04.4H10,1,6.0,15,23.0,18,5,0,2008
5,Alpina B7,4.4,8,9,2,4,CA,8ABBV04.4H10,1,6.0,15,23.0,18,5,0,2008
5,M5,5.0,10,12,2,4,FA,8BMXV05.0S85,2,6.0,12,18.0,14,2,0,2008
5,M5,5.0,10,10,2,4,FA,8BMXV05.0S85,2,6.0,12,18.0,14,2,0,2008
5,M5,5.0,10,12,2,4,CA,8BMXV05.0S85,2,6.0,12,18.0,14,2,0,2008
5,M5,5.0,10,10,2,4,CA,8BMXV05.0S85,2,6.0,12,18.0,14,2,0,2008
5,M6,5.0,10,12,2,4,FA,8BMXV05.0S85,5,6.0,12,18.0,14,2,0,2008
5,M6,5.0,10,10,2,4,FA,8BMXV05.0S85,5,6.0,12,18.0,14,2,0,2008
5,M6,5.0,10,12,2,4,CA,8BMXV05.0S85,5,6.0,12,18.0,14,2,0,2008
5,M6,5.0,10,10,2,4,CA,8BMXV05.0S85,5,6.0,12,18.0,14,2,0,2008
5,M6 Convertible,5.0,10,12,2,4,FA,8BMXV05.0S85,5,6.0,12,18.0,14,2,0,2008
5,M6 Convertible,5.0,10,10,2,4,FA,8BMXV05.0S85,5,6.0,12,19.0,14,2,0,2008
5,M6 Convertible,5.0,10,12,2,4,CA,8BMXV05.0S85,5,6.0,12,18.0,14,2,0,2008
5,M6 Convertible,5.0,10,10,2,4,CA,8BMXV05.0S85,5,6.0,12,19.0,14,2,0,2008
5,X3,3.0,6,12,4,4,CA,8BMXB03.0N52,0,7.0,18,26.0,21,6,1,2008
5,X3,3.0,6,9,4,4,CA,8BMXB03.0N52,0,7.0,19,26.0,22,6,1,2008
5,X3,3.0,6,12,4,4,FA,8BMXB03.0N52,0,6.0,18,26.0,21,6,0,2008
5,X3,3.0,6,9,4,4,FA,8BMXB03.0N52,0,6.0,19,26.0,22,6,0,2008
5,X5,3.0,6,9,4,4,CA,8BMXT03.0E70,0,7.0,17,23.0,19,5,0,2008
5,X5,4.8,8,9,4,4,CA,8BMXT04.8E70,0,7.0,15,21.0,17,4,0,2008
5,X5,3.0,6,9,4,4,FA,8BMXT03.0E70,0,6.0,17,23.0,19,5,0,2008
5,X5,4.8,8,9,4,4,FA,8BMXT04.8E70,0,3.0,15,21.0,17,4,0,2008
5,Z4,3.0,6,12,2,4,CA,8BMXB03.0N52,5,7.0,20,30.0,24,7,1,2008
5,Z4,3.0,6,9,2,4,CA,8BMXB03.0N52,5,7.0,23,31.0,25,7,1,2008
5,Z4,3.0,6,12,2,4,FA,8BMXB03.0N52,5,6.0,20,30.0,24,7,1,2008
5,Z4,3.0,6,9,2,4,FA,8BMXB03.0N52,5,6.0,23,31.0,25,7,1,2008
5,Z4 Coupe,3.0,6,12,2,4,CA,8BMXB03.0N52,5,7.0,20,30.0,24,7,1,2008
5,Z4 Coupe,3.0,6,9,2,4,CA,8BMXB03.0N52,5,7.0,23,31.0,25,7,1,2008
5,Z4 Coupe,3.0,6,12,2,4,FA,8BMXB03.0N52,5,6.0,20,30.0,24,7,1,2008
5,Z4 Coupe,3.0,6,9,2,4,FA,8BMXB03.0N52,5,6.0,23,31.0,25,7,1,2008
6,Veyron,8.0,16,9,4,4,FA,8BGTV08.0V16,5,6.0,8,14.0,10,0,0,2008
6,Veyron,8.0,16,9,4,4,CA,8BGTV08.0V16,5,6.0,8,14.0,10,0,0,2008
7,Allure,3.8,6,3,2,4,CA,8GMXV03.8044,2,9.5,17,28.0,21,6,1,2008
7,Allure,3.6,6,3,2,4,FA,8GMXV03.6041,2,6.0,17,25.0,20,6,0,2008
7,Allure,3.6,6,3,2,4,CA,8GMXV03.6041,2,6.0,17,25.0,20,6,0,2008
7,Allure,3.8,6,3,2,4,FA,8GMXB03.8146,2,6.0,17,28.0,21,6,0,2008
7,Allure,5.3,8,3,2,4,FA,8GMXV05.3084,2,6.0,16,25.0,19,5,0,2008
7,Allure,5.3,8,3,2,4,CA,8GMXV05.3084,2,6.0,16,25.0,19,5,0,2008
7,Enclave,3.6,6,5,2,4,FA,8GMXT03.6151,0,6.0,16,24.0,19,5,0,2008
7,Enclave,3.6,6,5,4,4,FA,8GMXT03.6151,0,6.0,16,22.0,18,5,0,2008
